,corr,name
Cpne3,0.04043592308859,Cpne3
Ahnak,0.04043076068988512,Ahnak
Eif3h,-0.04042340162758601,Eif3h
Shroom1,-0.0403991869492618,Shroom1
A1cf,0.04039381801133385,A1cf
Vps13d,0.040376742755515845,Vps13d
Mafg,-0.04037667612542236,Mafg
Keg1,-0.04036690922882626,Keg1
Usp9x,0.04034141512648231,Usp9x
Tmem37,-0.04033852003758417,Tmem37
Atp11a,0.04032658960585273,Atp11a
Rps9,-0.04027860524170398,Rps9
Mcu,0.040266919331576626,Mcu
Rps4x,-0.040248166438589986,Rps4x
Scfd1,0.04023372969538249,Scfd1
Aspscr1,-0.04020527515464079,Aspscr1
Uhmk1,0.04019087037184934,Uhmk1
Pfdn5,-0.04003062071899682,Pfdn5
Birc6,0.03996309788047733,Birc6
Elovl5,0.039911276278056,Elovl5
Chchd2,-0.03990915671080085,Chchd2
Zhx3,0.039899056802463244,Zhx3
Apon,-0.03988021266678251,Apon
Stag2,0.03987102610182932,Stag2
Macf1,0.039769964626149804,Macf1
Vwa5a,0.03976792291516523,Vwa5a
Cisd1,-0.039749060313553033,Cisd1
Pik3c2a,0.03974268287853304,Pik3c2a
Rps21,-0.03973033796973218,Rps21
Top1,-0.039726783501137536,Top1
Ipmk,0.039705332301501486,Ipmk
Lyst,0.039678466741641404,Lyst
Bcar3,0.03965155530294461,Bcar3
Gbe1,0.039637923175709425,Gbe1
Raph1,0.039585994630126665,Raph1
Ddx3x,0.03955152617758187,Ddx3x
Rpl37a,-0.03953099391210802,Rpl37a
Asgr2,-0.03947954214406941,Asgr2
Alkbh5,0.039462964161115124,Alkbh5
Kpnb1,0.03945684633092647,Kpnb1
Gnai3,0.03944793207756523,Gnai3
Acadl,-0.0394428098473581,Acadl
Lcat,-0.03944274637923329,Lcat
Lpp,0.0394404772911255,Lpp
Pemt,-0.03942615193190148,Pemt
Cyp3a44,0.03940072621556103,Cyp3a44
Map3k2,0.03939526717480652,Map3k2
Fkbp1a,-0.03938152838899058,Fkbp1a
Mug.ps1,-0.03936889487209036,Mug.ps1
Hyal2,-0.03933507603795513,Hyal2
Clk1,-0.039278283113295814,Clk1
Atl3,0.0392639567281594,Atl3
Ralgapb,0.03923876602644401,Ralgapb
Akap8,-0.039232586501567086,Akap8
Kdm5c,0.039136434446572485,Kdm5c
Fga,0.0391327083623996,Fga
Myo1c,0.03912919008110986,Myo1c
Herc1,0.03912826835388819,Herc1
Etnppl,-0.039121615711282746,Etnppl
Herpud1,-0.039110297220917696,Herpud1
Tedc2,-0.03910364156370151,Tedc2
Arrdc4,0.03910094374139857,Arrdc4
Sfxn1,-0.039076557056094786,Sfxn1
Ubxn1,-0.03906163436210501,Ubxn1
Sos1,0.03904187673156577,Sos1
Myo1b,0.03899489293068258,Myo1b
Arhgef18,0.038977617239139346,Arhgef18
Gm2a,-0.03892794435691526,Gm2a
Hif1a,0.03890401963446733,Hif1a
Chtf8,0.03889552740493602,Chtf8
Ccs,-0.03883916779699844,Ccs
Fus,-0.03883464198369291,Fus
Ubb,-0.03872951894608687,Ubb
Bmp1,-0.03867780114925628,Bmp1
Oxr1,0.03867108018903945,Oxr1
Sntb1,0.03866776223098475,Sntb1
Grpel1,0.038639357698555823,Grpel1
Pex5,0.03861158610453449,Pex5
Med13,0.038590964245428766,Med13
Vcpip1,0.038587948894626634,Vcpip1
Ubr3,0.03858315206626822,Ubr3
Klhl9,0.03858118790260914,Klhl9
Rbbp6,-0.038546291893245446,Rbbp6
Hjv,-0.03853960629720933,Hjv
Evi5,0.038509064883947876,Evi5
Pipox,-0.03850792887747062,Pipox
Cnot1,0.038457192465332676,Cnot1
Septin11,0.03845187314419533,Septin11
Ninj1,-0.03843535736046106,Ninj1
Igf2r,0.038416836057006416,Igf2r
Pcca,0.038406162099072334,Pcca
Lats1,0.03840454610127594,Lats1
Rpl8,-0.03840331317966771,Rpl8
Cst3,-0.03832434107628253,Cst3
F11,-0.03827780242086406,F11
H2.Ke6,-0.038240776414435886,H2.Ke6
Eif2s2,-0.03823362357926859,Eif2s2
Azgp1,-0.03823115831274364,Azgp1
Eif2s3x,0.03819765910055676,Eif2s3x
Tapbp,-0.03818815821944231,Tapbp
Ppfibp1,0.03818082233417708,Ppfibp1
Tnks2,0.03817478183679429,Tnks2
Mif4gd,-0.038152917296878384,Mif4gd
Malat1,-0.03810897093024079,Malat1
Acad11,0.03809406465608532,Acad11
Fam168b,0.03808918254425189,Fam168b
Ctnnb1,0.03807980385419342,Ctnnb1
Klkb1,-0.03807502811395532,Klkb1
Mtus1,0.0380705190348592,Mtus1
Gars,0.03801346657232283,Gars
Cox5a,-0.03799462809145599,Cox5a
Pabpc1,-0.03795860801235892,Pabpc1
Acsl5,0.03795459015383446,Acsl5
Pten,0.03792061847604146,Pten
B4galnt1,-0.0378560134351171,B4galnt1
Gfpt1,0.03783227796790064,Gfpt1
Pde4dip,-0.03782389689020358,Pde4dip
Inmt,-0.037812435901572565,Inmt
Baiap2l1,-0.037789099374862294,Baiap2l1
Tmem63b,-0.037783865759203755,Tmem63b
Serpinf2,-0.0377051584007745,Serpinf2
Slc25a39,-0.03764881451897698,Slc25a39
Cenpb,-0.03761897259403838,Cenpb
Hnrnpa1,-0.03758544306326671,Hnrnpa1
Cpeb2,0.03758495023282745,Cpeb2
Fpgs,-0.037583513033412404,Fpgs
Csnk2b,-0.03757686241076047,Csnk2b
Rrbp1,-0.0375691616842897,Rrbp1
Pdpk1,0.03755729385510534,Pdpk1
Rbm5,-0.03755681830787182,Rbm5
Cers6,0.03754863816220587,Cers6
Opa3,-0.03751608528976521,Opa3
Tmem176b,-0.03750675275698882,Tmem176b
Brd3,-0.03748853646003214,Brd3
Gabarap,-0.037476862240169266,Gabarap
Slc25a20,-0.037459398401898804,Slc25a20
Ankrd28,0.03744341119848019,Ankrd28
Ctsz,-0.03741192759099155,Ctsz
Tnfaip2,0.03739563559047384,Tnfaip2
Mreg,0.037356551053659634,Mreg
Tmem147,-0.037352894613538606,Tmem147
Slco1b2,0.03730554770795725,Slco1b2
Phaf1,-0.03730506100865401,Phaf1
Tns3,0.03730256007972089,Tns3
Parp14,0.03729330689755038,Parp14
Esrp2,-0.037278959588871424,Esrp2
Ubp1,-0.03726541285318691,Ubp1
Usp25,0.03724344492282702,Usp25
Ppp4r3b,0.037237808918255434,Ppp4r3b
Ubr4,0.037207918767393273,Ubr4
Cyp2a4,-0.0371820319315094,Cyp2a4
Prelp,-0.0371662711519265,Prelp
Stat3,0.03716474328837347,Stat3
Slc25a15,0.037159653045093194,Slc25a15
Etnk1,0.03708006326711989,Etnk1
Plekha6,-0.0370677276873648,Plekha6
F12,-0.03704885964862765,F12
Zeb2,0.03703124190778899,Zeb2
Mst1,-0.03702342893026378,Mst1
Midn,0.03702097271897335,Midn
Clcn2,-0.03701336918129987,Clcn2
Igfals,-0.03700988410175059,Igfals
Fgl1,-0.03700306335971739,Fgl1
Cox6b1,-0.03700305338233423,Cox6b1
Vamp8,-0.0369310767970646,Vamp8
Kalrn,0.036909431615110934,Kalrn
Osbp,0.03688329423240098,Osbp
Hipk1,0.03688042346951219,Hipk1
Tasor,0.03684415605738651,Tasor
Zfp871,0.036765309644256464,Zfp871
Tmem97,-0.0367298379834038,Tmem97
Polr2b,0.03671067540909977,Polr2b
Gfm1,0.03670883296337875,Gfm1
Ccnd2,0.03669609340797173,Ccnd2
Rdh16,0.03668899299917602,Rdh16
Apoc2,-0.03667406402197021,Apoc2
Itprid2,0.03667023957523206,Itprid2
Abat,0.03663793555801019,Abat
Clec4f,-0.03663350518862807,Clec4f
Stbd1,-0.036630258157384694,Stbd1
Edf1,-0.0366289957511815,Edf1
Aff4,0.03662573614693779,Aff4
Parp9,0.03661685881779531,Parp9
Ets1,0.03657838387205855,Ets1
Atp13a3,0.03656354324937713,Atp13a3
Cox4i1,-0.03654367653556646,Cox4i1
Nfic,-0.036503554423968305,Nfic
Sf3b3,0.036503107622099185,Sf3b3
Homer2,-0.036495842293929104,Homer2
Thoc2,-0.03647565491431175,Thoc2
Snd1,0.036475432481822355,Snd1
Notch2,0.036436072456549194,Notch2
Gbf1,0.03642718504333298,Gbf1
Eef1d,-0.03642158722217814,Eef1d
Abca6,0.03640119156311652,Abca6
Pdia5,-0.036398501939156766,Pdia5
Wdfy3,0.03637760834698075,Wdfy3
Hipk2,0.03633486614786556,Hipk2
Tnrc6b,0.03633023901320989,Tnrc6b
Rpl19,-0.03630114520463988,Rpl19
Rps25,-0.036297666122529396,Rps25
Zhx1,0.03629240391151523,Zhx1
Rdh9,-0.036279852524876366,Rdh9
Acot4,-0.03627472604457308,Acot4
Gstk1,-0.036268486856669675,Gstk1
Btbd7,0.036251879895082294,Btbd7
Nr1h4,-0.036243031251446386,Nr1h4
Mrpl12,-0.036220121255285315,Mrpl12
Colgalt1,-0.03620082220320165,Colgalt1
Pard3,0.03620046601292492,Pard3
Usf2,-0.03619119330986234,Usf2
Map2k3,-0.036179807164746586,Map2k3
Kyat1,-0.03617953187343891,Kyat1
Uap1,0.03616673423089662,Uap1
Sult3a1,0.0361591587704753,Sult3a1
Ptprb,0.03615099869689857,Ptprb
Anp32a,-0.036148285254374794,Anp32a
Suox,0.03614603835009656,Suox
Rbm39,-0.03608735410316538,Rbm39
Ptma,-0.03601784909456405,Ptma
Ago1,0.03594117960494207,Ago1
Sult2a2,-0.035920869106295085,Sult2a2
Tfpi2,0.03582805810342765,Tfpi2
Sash1,0.03581617912128975,Sash1
Hnrnpm,-0.035794008661605196,Hnrnpm
Lonp2,0.03578849920847999,Lonp2
Rab9,-0.03577153982340543,Rab9
Fam214a,-0.03576422631302357,Fam214a
Colec11,-0.03575154309421391,Colec11
Trp53inp1,0.03568366271246282,Trp53inp1
Hsp90aa1,-0.03566051714137845,Hsp90aa1
Acin1,-0.03563984424704618,Acin1
Ranbp2,0.03562335130799964,Ranbp2
Tacc1,0.03561706957405458,Tacc1
Pdpr,0.0355937712060917,Pdpr
Iqgap1,0.03558975765932068,Iqgap1
Tln1,0.03553329438203523,Tln1
Acsl4,0.03552956233527556,Acsl4
Dync1i2,-0.03552553552415724,Dync1i2
St3gal4,-0.03548120910424206,St3gal4
Mgst1,-0.03544969071554733,Mgst1
Serpina1b,-0.03544177106055159,Serpina1b
Cyp27a1,-0.03536994543129213,Cyp27a1
Trir,-0.03533042124189573,Trir
Sord,-0.035327433207326626,Sord
Il1rap,-0.035322297086344726,Il1rap
Lrg1,-0.03528972772418355,Lrg1
Tmem256,-0.03528828723900704,Tmem256
Fnip1,0.035254980769140236,Fnip1
Cyp2d26,-0.03524630557310351,Cyp2d26
Ephx1,-0.035231651900194436,Ephx1
Pcbp2,-0.035231054659420974,Pcbp2
Tfb2m,-0.03523055741325529,Tfb2m
Shmt2,-0.03522629983902907,Shmt2
Iars,0.035221936565918335,Iars
Sorbs1,0.0352025671091441,Sorbs1
Slc43a3,-0.03518890167624041,Slc43a3
Atp6v1g1,-0.03516248468056989,Atp6v1g1
H3f3b,-0.035121828146550564,H3f3b
Supt5,-0.03511360561628141,Supt5
Dhx9,0.035110406389143964,Dhx9
Saa4,-0.03510061412254063,Saa4
Tfr2,-0.035096886694989345,Tfr2
Aldh5a1,0.035090135338420196,Aldh5a1
Rnf43,0.035057889202652355,Rnf43
Cnppd1,-0.03503528519966061,Cnppd1
Tgm2,0.03503107365142999,Tgm2
Foxa3,-0.03498832645376965,Foxa3
Sec16a,0.03493272973737083,Sec16a
Osbpl8,0.03490700555413258,Osbpl8
Ubr1,0.03489645655040228,Ubr1
Hebp1,-0.03486928340507232,Hebp1
Ulk1,-0.034843424885895376,Ulk1
Ap2a2,0.03481848253225852,Ap2a2
Pebp1,0.03481110059395402,Pebp1
Dram2,-0.034784638016288734,Dram2
Hnrnpdl,-0.03478243233723023,Hnrnpdl
Cyp2e1,-0.03477140562031313,Cyp2e1
Psmd2,0.034766193369762714,Psmd2
Rabep1,0.03475519082090337,Rabep1
Kidins220,0.03474199255171031,Kidins220
Ssb,-0.03472181199647562,Ssb
Pnisr,-0.03471155214359144,Pnisr
Fbxl20,0.034644818627199335,Fbxl20
Hao1,0.0346444040278917,Hao1
Reep6,-0.03462848038495824,Reep6
Htt,0.03461550239636705,Htt
Gsk3b,0.034597213253973934,Gsk3b
Btd,-0.03456109824609933,Btd
Ndufb5,-0.03455220600335963,Ndufb5
Hook3,0.034541907320831705,Hook3
F7,-0.03453734669341623,F7
Aup1,-0.03452316117550728,Aup1
Uroc1,-0.03450731575298132,Uroc1
Mmd,-0.03449855544350998,Mmd
Atg2b,0.034496682962069626,Atg2b
Prpf8,0.0344780511937673,Prpf8
Flna,0.034469908652075186,Flna
Rrp1,-0.03446493041598016,Rrp1
Anapc1,0.034380585898401636,Anapc1
Ddb1,0.03437421218250158,Ddb1
Akap11,0.03437074273835505,Akap11
Mmut,0.034366294888505754,Mmut
C77080,0.03435735616558174,C77080
Gpd1l,0.034323106867799144,Gpd1l
Aph1a,-0.03428759459354573,Aph1a
Ireb2,0.034277410572308126,Ireb2
Serpinf1,-0.03427054926534428,Serpinf1
Pank3,0.034252419780205226,Pank3
Mrpl15,-0.034250195486513126,Mrpl15
Knop1,-0.0342259377174565,Knop1
Trip11,0.034225635291317245,Trip11
Dnase1l3,-0.03418595366725449,Dnase1l3
Elf1,0.034130901835090294,Elf1
Adgrl2,0.03411713505323244,Adgrl2
Mob1b,0.03403554153943594,Mob1b
Uba1,0.03400234634949608,Uba1
Ap3m1,0.033997512624954755,Ap3m1
Pals2,0.033993734704737856,Pals2
Acnat2,0.03398970055308657,Acnat2
Higd1a,-0.033984956089213474,Higd1a
Eny2,-0.033944805222700575,Eny2
Rps27a,-0.03394007253751259,Rps27a
Hnrnph1,-0.03392448797865402,Hnrnph1
Itih3,-0.03391559220182014,Itih3
Ptch1,0.033899417402796936,Ptch1
Ewsr1,-0.033898701949716954,Ewsr1
Atg12,0.03388844622044079,Atg12
Arcn1,0.033870706214293,Arcn1
Mga,0.03385438722591912,Mga
Slc25a10,-0.03384985873629792,Slc25a10
Rps11,-0.03384918559870556,Rps11
Bbox1,0.03384340490161706,Bbox1
Cct3,0.03382019751851962,Cct3
Tmem19,0.03380983135747328,Tmem19
Dpyd,0.03380453311106583,Dpyd
Gckr,-0.03378107583294202,Gckr
N4bp2,0.0337480750079157,N4bp2
Nufip2,0.03370828218167546,Nufip2
Ddx1,0.03370696970666397,Ddx1
Mars1,0.0337032505825477,Mars1
Mrpl38,-0.03370167792728843,Mrpl38
Vnn1,-0.03366955400534105,Vnn1
Nap1l1,-0.0336671293357758,Nap1l1
Ube2q1,-0.03363005683290908,Ube2q1
Morf4l1,-0.033625485554643154,Morf4l1
Gpi1,-0.03361474722768155,Gpi1
Stk11,-0.033584524056771016,Stk11
Rptor,0.033573950678184146,Rptor
Khdc4,-0.033507813299638485,Khdc4
Nfe2l2,-0.033500746598498006,Nfe2l2
Fah,-0.033494542549124096,Fah
Ces1b,0.03344809043436148,Ces1b
Cep350,0.03344630575699857,Cep350
Ctss,-0.033380302496136535,Ctss
Psmb1,-0.033366200137112674,Psmb1
Tlcd4,0.033328158939397834,Tlcd4
Slc10a5,0.03331406937925278,Slc10a5
Ppp6r3,0.033298898120157,Ppp6r3
Ncoa2,0.03328049806106609,Ncoa2
Gnas,-0.03327091207274811,Gnas
Ugt1a6a,0.03323962921472145,Ugt1a6a
Nrip1,0.03323615360999687,Nrip1
Tulp4,0.03321936021920478,Tulp4
Dcxr,-0.03321783757766605,Dcxr
Prkaa2,0.033215182717884505,Prkaa2
Hsph1,-0.033176171157317705,Hsph1
Psma4,-0.03316687818865348,Psma4
Nr2c2,0.033134480473593186,Nr2c2
Chp1,-0.03306707326079519,Chp1
Psmd5,0.0330293406670665,Psmd5
Acot3,-0.033008808031283934,Acot3
Dlc1,0.032999604685545345,Dlc1
Nfix,-0.03293942846633054,Nfix
Pnpla8,0.032932368513884244,Pnpla8
Tbl1xr1,0.032931319602159934,Tbl1xr1
Naglu,-0.03291216627735633,Naglu
Mbl2,-0.0328957255809929,Mbl2
Cd1d1,-0.03282020406806043,Cd1d1
Stk4,0.03281318812728119,Stk4
Mtss1,-0.03278041069723996,Mtss1
Rps23,0.03276923665527709,Rps23
Mtdh,-0.03276604679116854,Mtdh
Vipr1,0.03275485399264662,Vipr1
Dmd,-0.032717199718702066,Dmd
Gphn,0.03270106597015486,Gphn
Habp2,-0.03269794000650457,Habp2
Itm2b,-0.032669280966344846,Itm2b
Peak1,0.03265445604478619,Peak1
Irs2,0.03265348080176774,Irs2
Cxcl12,-0.03264570280773235,Cxcl12
Nid1,0.03263049170018986,Nid1
Necab1,0.03261542686690189,Necab1
Lars2,0.032595150256039145,Lars2
Rpl14,-0.0325887253313853,Rpl14
Gch1,-0.03258138379345998,Gch1
Prelid1,-0.0325638148621682,Prelid1
Rps24,-0.032547386589630724,Rps24
Ndufv2,-0.03254410700559442,Ndufv2
Atp5o,-0.03254304108274472,Atp5o
Cpox,-0.03253997310951305,Cpox
Plvap,-0.032512721519864576,Plvap
Fam168a,0.032485031788324646,Fam168a
Rbm33,0.03247425348548939,Rbm33
Per1,-0.03244931148630816,Per1
H6pd,0.03244311021622472,H6pd
Ago2,0.03241469950587133,Ago2
Ndufab1,-0.032397744065637724,Ndufab1
Aacs,-0.03231191300612806,Aacs
Cyp3a13,-0.03230339262759052,Cyp3a13
Dennd4c,0.032299403714901836,Dennd4c
Amt,0.03229886836745868,Amt
Agxt,-0.03227979295669175,Agxt
Grcc10,-0.03223000618409666,Grcc10
Slc16a12,-0.03222475499937349,Slc16a12
Serf2,-0.03219988907681432,Serf2
Adra1b,-0.032188048867291694,Adra1b
Hmgn1,-0.03218323009456529,Hmgn1
Smcr8,0.03217844185913256,Smcr8
Fabp2,0.03216107289678889,Fabp2
Atp6v1e1,-0.032149264018856046,Atp6v1e1
Abcd2,0.03214522075244365,Abcd2
Smad5,0.03212024984988555,Smad5
Bcr,0.03211374797583625,Bcr
Hmgcr,-0.03209665414267465,Hmgcr
Ipo8,0.03209420137204124,Ipo8
H2bc4,-0.03209158693467568,H2bc4
Arpc3,-0.03207517859222702,Arpc3
Pkn2,0.03204759486673824,Pkn2
Huwe1,0.032045389408776645,Huwe1
Lgmn,-0.032041640059993555,Lgmn
Erbb3,0.031984973231931065,Erbb3
Cyp4f14,-0.0319135231623163,Cyp4f14
Slc6a6,0.031908940887367045,Slc6a6
Rnf213,0.03188064952603654,Rnf213
Fkbp8,-0.03185324010022328,Fkbp8
Laptm4a,-0.03183600246101722,Laptm4a
Cobll1,0.0318002881095562,Cobll1
Nploc4,0.03179902914730498,Nploc4
Bccip,-0.0317911833295034,Bccip
Ecpas,0.0317857388241671,Ecpas
Cfl2,-0.03178267863963913,Cfl2
Ociad1,-0.031776368601221794,Ociad1
Pafah1b2,0.031732892174398446,Pafah1b2
Nit1,-0.031731754801480286,Nit1
Mlycd,-0.03172669048908587,Mlycd
Decr2,-0.03172269443491755,Decr2
Zyg11b,0.031711621402834574,Zyg11b
Napa,-0.031705627279984314,Napa
Ptpn3,0.03168696629606645,Ptpn3
Ndst1,0.031672933272415375,Ndst1
Mylk,-0.0316688196285584,Mylk
Rmnd5a,0.031654122053219366,Rmnd5a
Tomm70a,0.03165263069774197,Tomm70a
Dmgdh,0.03162117369323073,Dmgdh
Slc25a44,0.03160581384408247,Slc25a44
Cdhr5,-0.031601243170248774,Cdhr5
Eva1a,-0.03155802821855936,Eva1a
Uqcrb,-0.031554638462000434,Uqcrb
Ido2,-0.03154177774933478,Ido2
Met,0.03150050803226512,Met
Hsd17b13,-0.0314906079113528,Hsd17b13
Cyb5b,0.031407772751431265,Cyb5b
Cyfip1,0.031379580899230285,Cyfip1
Golga3,0.031329341212426184,Golga3
Cldn3,-0.03130889210261992,Cldn3
Wapl,0.031281747949897167,Wapl
Crk,0.03127431056741617,Crk
Setd2,0.031245027504600034,Setd2
Ndfip1,-0.031230518153237682,Ndfip1
Mrap,-0.031206097155094554,Mrap
Pafah1b1,0.03119865854644257,Pafah1b1
Col14a1,0.031197552773981816,Col14a1
Vcl,0.03119708054452774,Vcl
Agpat2,-0.031180201589679532,Agpat2
Wnk1,0.031164516660624562,Wnk1
Ap1g1,0.031137118119519743,Ap1g1
Cwc15,-0.031133599217713623,Cwc15
Gcc2,0.031116745965008564,Gcc2
Creg1,-0.031113944793116067,Creg1
Mon2,0.031106568416192987,Mon2
Slc30a1,0.031086298686930164,Slc30a1
Ncoa4,0.03107378770133592,Ncoa4
Gpt,-0.03107205538243043,Gpt
Hectd1,0.03106348547248122,Hectd1
Xylb,-0.03103614476759855,Xylb
Tbx3,0.031030674432379,Tbx3
Bmpr2,0.030989107235670603,Bmpr2
Snx9,0.030947319251023928,Snx9
Hsd17b4,0.030944968539854036,Hsd17b4
Gstt1,-0.030928191558874676,Gstt1
Pdcd4,0.030904664806588822,Pdcd4
Nedd4,0.030898279211304024,Nedd4
Spp2,-0.030894341830738574,Spp2
Cep170b,0.030889021717304937,Cep170b
Sec23b,0.030883535457092683,Sec23b
Alg10b,0.03088214622652927,Alg10b
Eif3e,-0.030827740414275197,Eif3e
Tkfc,-0.03081588259953159,Tkfc
Sult1a1,-0.030774804067296206,Sult1a1
Ccdc50,0.030751935750186248,Ccdc50
Krcc1,-0.030744292961176218,Krcc1
Arl4a,0.03074352367323675,Arl4a
Nit2,0.030735506801355707,Nit2
Capns1,-0.03073512457452634,Capns1
Pam,0.030714062641988067,Pam
Klhdc7a,0.030701293457920116,Klhdc7a
Ndufs5,-0.030666610200005353,Ndufs5
Hexim1,-0.03066240240923012,Hexim1
Akr1c14,0.030650922276375888,Akr1c14
Epb41l4b,-0.030643459285943666,Epb41l4b
Uggt1,0.03063779759118642,Uggt1
Efhd2,-0.03063619350295298,Efhd2
Pcdh1,0.0306194979535406,Pcdh1
Hook1,0.030583767767013582,Hook1
Naca,-0.030562020342701095,Naca
Cdk13,0.030543357294250652,Cdk13
Cnih1,-0.03054186737046006,Cnih1
Septin2.1,-0.03052460989912396,Septin2.1
Map4k3,0.030503356416597658,Map4k3
Etfa,-0.03049135506235014,Etfa
Casp3,0.030491295719805828,Casp3
Slc47a1,-0.03048765340022456,Slc47a1
Pbld1,-0.030462505156911273,Pbld1
Ppfia1,0.030433928223203947,Ppfia1
Zfc3h1,0.03042230862369136,Zfc3h1
Cmbl,-0.03041116140326214,Cmbl
Kdelr1,-0.030386900579466275,Kdelr1
Yif1a,-0.030386561486421847,Yif1a
Derl2,-0.030379210043885024,Derl2
Lamc1,0.030309675108181375,Lamc1
Scaf11,0.030307152758374697,Scaf11
Gpx4,-0.030300656667273957,Gpx4
Fyco1,0.03029949704556292,Fyco1
Eif3f,-0.030298707991875416,Eif3f
Bpnt1,0.030292081199679403,Bpnt1
Ppp1cb,0.030287170532012676,Ppp1cb
A730008H23Rik,-0.03026827825460715,A730008H23Rik
Rnf152,0.03026746589536527,Rnf152
Hnrnpf,0.03025927867081538,Hnrnpf
Cdc73,0.030241864993207968,Cdc73
Pxmp2,-0.03022793119259724,Pxmp2
Atraid,-0.030182887941188393,Atraid
Mknk2,-0.03011038107516795,Mknk2
Snrnp200,0.030100360239087274,Snrnp200
Herc4,0.0300953328360681,Herc4
Rps27l,-0.03008446825056857,Rps27l
Atp6ap1,-0.030072057699286524,Atp6ap1
Nrp1,0.030047384200915548,Nrp1
Sparc,0.030025747339878957,Sparc
Rorc,-0.030014246860773093,Rorc
Alas1,-0.02999839701945818,Alas1
Cope,-0.02999575332711446,Cope
Bhlhe40,0.029992014526643778,Bhlhe40
Atf4,-0.029971856652671,Atf4
Rnf181,-0.02996729473217994,Rnf181
Igfbp4,-0.029949567937163427,Igfbp4
Opa1,0.029910218915999803,Opa1
Ebpl,-0.02989943808819303,Ebpl
Slc38a3,-0.029889799673144188,Slc38a3
Dmxl1,0.029870498273832976,Dmxl1
Sqle,-0.029857671405139306,Sqle
Sbf2,0.029849959754067287,Sbf2
Cdc34,-0.02982779144742882,Cdc34
Slc25a23,-0.029821376321821535,Slc25a23
Tlcd2,-0.02980941502447567,Tlcd2
Atp5mpl,-0.02979826215444692,Atp5mpl
Abcg8,-0.029795030698346492,Abcg8
Dsc2,0.029764003792139265,Dsc2
Septin9,0.029755060775808362,Septin9
Cyp3a11,-0.02975247785081686,Cyp3a11
Dnajc7,-0.029736698276886856,Dnajc7
Samd8,0.029725712077718514,Samd8
L2hgdh,0.029720453344433417,L2hgdh
Fcgr2b,-0.02970359937717762,Fcgr2b
Tnrc18,0.029694778577132947,Tnrc18
Rbfox2,0.029687221935597485,Rbfox2
Cers2,-0.029685661048334342,Cers2
Upp2,-0.029683168926282703,Upp2
Pgk1,0.029658216144281564,Pgk1
Lcp1,0.029596628194512607,Lcp1
Hao2,0.029588054388728597,Hao2
Dock4,0.0295505856676435,Dock4
Nectin2,-0.029526731547675558,Nectin2
Hnrnpl,-0.029520041987990273,Hnrnpl
Ablim1,-0.029513628842983076,Ablim1
Acadsb,0.029504025068896735,Acadsb
Arl5b,0.029499936287102735,Arl5b
Abhd17a,-0.02948655637314467,Abhd17a
Ccng1,-0.029470496101025107,Ccng1
Epb41l2,0.029469005694620555,Epb41l2
Mpnd,-0.029465829390322742,Mpnd
Psmd13,0.029454657134695902,Psmd13
Ran,0.02941947008012499,Ran
Abcb6,-0.029412244964308405,Abcb6
Arrdc3,0.02940381807945638,Arrdc3
Fndc3a,0.029337808910910326,Fndc3a
Rc3h1,0.029329691761590317,Rc3h1
Arfgef1,0.02932895835652384,Arfgef1
Cox7c,0.02931442711129994,Cox7c
Pds5a,0.029304540849806233,Pds5a
Slc26a1,-0.029290640208615902,Slc26a1
Rps14,-0.029223524477765946,Rps14
Jmjd8,-0.029203934625037103,Jmjd8
Map1lc3b,-0.029197639805526875,Map1lc3b
Spen,0.02919177491904871,Spen
Iigp1,-0.029180146035323186,Iigp1
Ebp,-0.029155895671171356,Ebp
Zc3h11a,0.029129744447829283,Zc3h11a
Mbd1,-0.02910869173116096,Mbd1
Hsd17b6,-0.02901968340690095,Hsd17b6
Mdh2,-0.029018397053776426,Mdh2
Isca1,-0.02901281723976143,Isca1
Cald1,-0.028994291179630857,Cald1
Angptl3,-0.02898548734650047,Angptl3
Zzef1,0.02898170868247269,Zzef1
Adhfe1,-0.028981644883661294,Adhfe1
AW549877,0.028950283657195992,AW549877
Stat5b,0.02892965317322726,Stat5b
Bag6,-0.028906800217551036,Bag6
Afmid,-0.028863785034315248,Afmid
Hsd17b11,-0.02884570776398373,Hsd17b11
Msl1,-0.028840461169970986,Msl1
Ap2m1,-0.028832762717930133,Ap2m1
Selenoi,0.028824117003138913,Selenoi
Mgam,0.028808547185107267,Mgam
Khnyn,0.028781231091433875,Khnyn
Rpl22,-0.028738715357117143,Rpl22
Aco2,-0.028735041470319952,Aco2
Stip1,-0.028721306002494413,Stip1
Gstt3,0.02871962676734622,Gstt3
Smurf2,0.02871188844709861,Smurf2
Dnajb6,-0.028700598482491266,Dnajb6
Rdh11,0.028697922689629715,Rdh11
Ptp4a1,0.028681096870207676,Ptp4a1
H1f2,-0.0286670478208995,H1f2
Ccser2,0.02866154989227492,Ccser2
Megf9,0.028642834645137956,Megf9
Usp5,0.028608991611496274,Usp5
Elovl6,-0.028590875270581503,Elovl6
Tsc1,0.028546411749257046,Tsc1
Abca8b,0.028544898334867078,Abca8b
Copb1,0.028526156391882235,Copb1
Trim2,0.028508582746393774,Trim2
Inhbe,-0.028506000772581648,Inhbe
Lrp5,0.028494175640362385,Lrp5
Cbx5,0.028491675954455727,Cbx5
Klb,0.028454136271500004,Klb
Sat1,-0.028428549845567995,Sat1
Slc17a3,-0.02841422476533275,Slc17a3
