ProbeID	GeneSymbol
ILMN_1240716	Etaa1
ILMN_1222607	Chmp1b
ILMN_2985282	Eci2
ILMN_3095059	Zdhhc6
ILMN_1225042	Zdhhc6
ILMN_1229605	Inhbe
ILMN_1248658	Ddx6
ILMN_1260378	Csrp1
ILMN_2790312	Slc15a4
ILMN_2687204	Slc15a4
ILMN_1245571	Gpha2
ILMN_1217054	Utp20
ILMN_2768318	Fnd3c2
ILMN_1236799	Gm11166
ILMN_2676136	Reep2
ILMN_1231853	Reep2
ILMN_2694960	Msn
ILMN_2621847	Cib1
ILMN_1232969	Brix1
ILMN_2684848	Phf11d
ILMN_2677422	Bcl2l14
ILMN_2518346	Tpm1
ILMN_2636143	Ifnk
ILMN_2634421	9330178D15Rik
ILMN_2825391	Mob3c
ILMN_1257133	Mob3c
ILMN_2509037	Tm9sf2
ILMN_1257503	Tm9sf2
ILMN_2802611	Tm9sf2
ILMN_1251098	Rps12
ILMN_2615917	Tex19.1
ILMN_2525822	Uroc1
ILMN_1229985	Exoc6b
ILMN_2728950	Exoc6b
ILMN_2689560	Exoc8
ILMN_2986549	Gip
ILMN_2710139	Ppargc1a
ILMN_1213322	Chd2
ILMN_1227862	Chd2
ILMN_2710382	Grin2d
ILMN_2865552	Cyrib
ILMN_2630221	Olfr1208
ILMN_1255147	Akt2
ILMN_1247127	Chic1
ILMN_2514218	Tdp2
ILMN_2661685	Prss21
ILMN_1235717	Tpk1
ILMN_2493332	Tpk1
ILMN_2509644	Tpk1
ILMN_2686401	Asb15
ILMN_2654501	Cfap44
ILMN_3074985	H2az1
ILMN_2608229	Nop2
ILMN_2688383	Nop2
ILMN_2688378	Nop2
ILMN_2854263	Samd3
ILMN_2466316	Usp2
ILMN_2482390	Usp2
ILMN_1240264	Usp2
ILMN_2698282	Srsf10
ILMN_2509928	Unk
ILMN_1232294	Mapk7
ILMN_1240175	Mapk7
ILMN_1251273	Pnpla8
ILMN_2751653	Pnpla8
ILMN_2535778	Ube2v2
ILMN_2432873	Ube2v2
ILMN_2605109	Olfr1212
ILMN_2448322	1700092M07Rik
ILMN_1251736	Ndnf
ILMN_1256328	Tjp2
ILMN_2599544	5730455P16Rik
ILMN_1226103	5730455P16Rik
ILMN_2438555	Mettl26
ILMN_1238157	Adam6a
ILMN_2749382	Tarsl2
ILMN_1237234	Tarsl2
ILMN_2655362	Pcdh12
ILMN_2755448	1700022A21Rik
ILMN_2632076	Ctps2
ILMN_2858769	Ctps2
ILMN_2926236	Olfr1474
ILMN_1244187	Hddc2
ILMN_2638781	Hddc2
ILMN_1246900	Cdkl5
ILMN_3107114	Stx3
ILMN_2509622	Dcaf17
ILMN_2929990	Dmrtc1b
ILMN_1252597	Fam172a
ILMN_1257255	Fam172a
ILMN_2492458	Scai
ILMN_2677323	Dqx1
ILMN_2950422	Tppp
ILMN_2696110	Tppp
ILMN_2622761	Pccb
ILMN_2624451	Cmip
ILMN_1234857	Myoz2
ILMN_2674519	Olr1
ILMN_2719473	Asf1b
ILMN_2749025	4930565D16Rik
ILMN_2638237	Olfr635
ILMN_2642473	Stpg2
ILMN_1235950	Olfr798
ILMN_2541047	Rpl19
ILMN_1234756	Cystm1
ILMN_1241018	Mettl2
ILMN_2521561	H3c14
ILMN_2630767	Cope
ILMN_2630769	Cope
ILMN_2630768	Cope
ILMN_2944646	Cope
ILMN_2798183	Commd4
ILMN_2438351	Nip7
ILMN_2499264	Mfap3l
ILMN_1238995	Ccdc148
ILMN_2490127	Ttl
ILMN_2961165	Ttl
ILMN_2676431	Fbxw7
ILMN_2681824	Fbxw7
ILMN_2844699	Fbxw7
ILMN_1220096	Brf1
ILMN_2737613	Oas1d
ILMN_2534332	Rps2
ILMN_1216827	Zmym4
ILMN_2958626	Uhmk1
ILMN_3065652	A1bg
ILMN_2529071	A1bg
ILMN_1237982	Accsl
ILMN_1216781	Rab11fip5
ILMN_3139693	Rab11fip5
ILMN_3062163	Rab11fip5
ILMN_1244378	Syt3
ILMN_2888940	Erp27
ILMN_2612255	Lyl1
ILMN_3161639	Ssna1
ILMN_1229954	Ptprc
ILMN_1241137	Taf6
ILMN_1252302	Taf6
ILMN_3103549	Jph4
ILMN_2498368	Hnrnpd
ILMN_2981665	Chst14
ILMN_2644863	Olfr460
ILMN_1246511	L3mbtl4
ILMN_1242535	Slc5a2
ILMN_2609813	Chil1
ILMN_2679993	Olfr1341
ILMN_3109564	Brca2
ILMN_1243975	Brca2
ILMN_2678254	Olfr39
ILMN_2589152	H2bc1
ILMN_1220278	Olfr1087
ILMN_2487517	Itprid2
ILMN_2653972	Cenpt
ILMN_2446401	Fam219a
ILMN_1259535	Ube2d-ps
ILMN_2732627	Polr3b
ILMN_2679662	Tada1
ILMN_1250409	Tap1
ILMN_2854878	Necap1
ILMN_2715304	Necap1
ILMN_2832608	Kdsr
ILMN_1242273	Gga3
ILMN_2695718	Gga3
ILMN_3060454	Myo1c
ILMN_1235276	Lctl
ILMN_1227649	Gss
ILMN_2667909	Gss
ILMN_2818895	Gss
ILMN_1239070	1700095B10Rik
ILMN_2713333	Tmem163
ILMN_1255927	Ubtf
ILMN_3048899	Padi2
ILMN_1223381	Padi2
ILMN_1237983	Padi2
ILMN_3124783	Padi2
ILMN_2758904	4930470P17Rik
ILMN_2625451	Ankrd1
ILMN_2731463	Ccar2
ILMN_2790842	Jam2
ILMN_1227559	Jam2
ILMN_2790839	Jam2
ILMN_2438491	Hnrnpd
ILMN_3144164	Irs2
ILMN_2937282	Zfp711
ILMN_2531520	Ap5b1
ILMN_2541823	Poc1b
ILMN_1240799	Poc1b
ILMN_1223184	Poc1b
ILMN_2928560	Tie1
ILMN_1257615	Mrgpra6
ILMN_1214841	Il24
ILMN_2664762	Htr1a
ILMN_2688364	Il9r
ILMN_2549039	Naa30
ILMN_3161210	Olfr180
ILMN_1227727	Enox2
ILMN_1233827	Enox2
ILMN_1213334	Naa38
ILMN_2841721	Ttc3
ILMN_2841720	Ttc3
ILMN_2498478	Ttc3
ILMN_2677332	Hic2
ILMN_1244169	Sftpd
ILMN_2728889	Sdk1
ILMN_2818396	Plgrkt
ILMN_2657888	Secisbp2
ILMN_1212730	Ptf1a
ILMN_2946581	Tmem28
ILMN_1227146	Fras1
ILMN_1228582	Atp12a
ILMN_3071496	Ldlrad1
ILMN_2781938	Tram1
ILMN_1254257	Asl
ILMN_2670542	Asl
ILMN_1237954	Ttll6
ILMN_1248672	Slc6a7
ILMN_2660103	Acvr1
ILMN_2705276	Api5
ILMN_2525855	Fus
ILMN_2708133	Flrt1
ILMN_2653207	Tead2
ILMN_1220097	Acp4
ILMN_2612506	Zfp758
ILMN_2590605	Fam78b
ILMN_2478626	Fam78b
ILMN_2745620	Slc22a16
ILMN_3163490	Ankrd13c
ILMN_2753492	Ripk1
ILMN_2724220	Lrrc72
ILMN_1239896	Hnrnpr
ILMN_2709856	Hnrnpr
ILMN_1226173	Hnrnpr
ILMN_2807572	Oprl1
ILMN_2678373	Kat6b
ILMN_1224783	Kat6b
ILMN_1254321	Vmn2r115
ILMN_2938440	Elf5
ILMN_2429783	Tmsb15a
ILMN_2693019	Acpp
ILMN_2762728	Acaa1a
ILMN_1239765	Prdx5
ILMN_2637233	Prdx5
ILMN_1254983	Efcab12
ILMN_1222079	Obox2
ILMN_1225299	Obox2
ILMN_1233725	Mfsd4a
ILMN_1233076	Prkcsh
ILMN_3114518	Ids
ILMN_2474886	Nelfa
ILMN_3159720	Rin2
ILMN_3080300	Rin2
ILMN_2629835	Mrpl33
ILMN_1229110	Mrpl33
ILMN_1224851	Cubn
ILMN_2533757	Calhm4
ILMN_3017166	Calhm4
ILMN_3078306	Cyb561d1
ILMN_1252229	Gm7134
ILMN_2990390	Sprr2k
ILMN_2688905	Pzp
ILMN_1229500	Gzmm
ILMN_2915716	0610040J01Rik
ILMN_1250498	Ccdc154
ILMN_3136397	Zfp808
ILMN_3059174	Zfp808
ILMN_1243986	Lpp
ILMN_1246480	9930038B18Rik
ILMN_2559390	Ephb1
ILMN_2846457	Cpxcr1
ILMN_3142789	Abcb10
ILMN_2895240	1700020L24Rik
ILMN_2760450	Tfap2b
ILMN_1227627	Rnf141
ILMN_1242233	Ndufb6
ILMN_2723788	Anp32e
ILMN_2941749	Lce3b
ILMN_1224182	Ccp110
ILMN_3006575	Ccp110
ILMN_1228426	Ccp110
ILMN_1216825	Vmn1r189
ILMN_1233478	Haus6
ILMN_1213911	Ccdc84
ILMN_2525051	Atp6v1a
ILMN_3136542	Gcdh
ILMN_2795792	Tmem38b
ILMN_2795791	Tmem38b
ILMN_2558167	Slc38a1
ILMN_1232299	Cpn2
ILMN_3162120	Cpn2
ILMN_2723083	Hcfc1r1
ILMN_2534807	Gm6523
ILMN_2960521	Zscan25
ILMN_1219698	Zscan25
ILMN_2627072	Cdk20
ILMN_1238557	Cdk20
ILMN_1238571	Cdk20
ILMN_2942930	Cdk20
ILMN_1244756	Mdp1
ILMN_1213886	Meox1
ILMN_1237378	Scg2
ILMN_2492442	Scg2
ILMN_2473562	Lat2
ILMN_3143483	Lat2
ILMN_1248825	Dhx40
ILMN_1221153	Dsg2
ILMN_2601840	Phf19
ILMN_2765759	Asb2
ILMN_1228817	A430060F13Rik
ILMN_1213799	Myh7
ILMN_2698494	Nfu1
ILMN_2787580	Scnm1
ILMN_1227006	Scnm1
ILMN_2740906	Hoxd12
ILMN_1233901	Lsm7
ILMN_3098616	Tug1
ILMN_1248389	Inpp5k
ILMN_2933431	Inpp5k
ILMN_2692545	Mia3
ILMN_1226269	Mia3
ILMN_1258474	Mia3
ILMN_2652104	Mia3
ILMN_2600646	Mia3
ILMN_2599036	Ntrk3
ILMN_2632337	Ntrk3
ILMN_2697552	Pde4b
ILMN_3037758	Fam217b
ILMN_1256389	Fam217b
ILMN_1258155	Ssr1
ILMN_2636403	Csrnp1
ILMN_2926198	Hilpda
ILMN_1239221	Hilpda
ILMN_2543314	Poldip2
ILMN_2703061	Zfp933
ILMN_1214422	Zfp933
ILMN_3136205	Acsl4
ILMN_2607873	Irak1bp1
ILMN_2464201	3110021A11Rik
ILMN_2748837	Aco2
ILMN_1235786	Aco2
ILMN_1243370	Cyb5r1
ILMN_1234384	Dido1
ILMN_1257868	Kazn
ILMN_2588852	Lcn5
ILMN_2782634	Cobll1
ILMN_2426833	Wdr60
ILMN_2791074	Wdr60
ILMN_2687854	Selenoo
ILMN_2416145	Tpx2
ILMN_2694785	Spink10
ILMN_2655862	Syngr3
ILMN_1245338	Hip1
ILMN_1215606	Skiv2l
ILMN_1246251	4930578I06Rik
ILMN_2597650	Dcc
ILMN_2536687	Tnrc6b
ILMN_1214487	Hace1
ILMN_2706547	1700042G07Rik
ILMN_2855590	Map7d1
ILMN_1233362	Map7d1
ILMN_1238058	Map7d1
ILMN_3021272	Adar
ILMN_3093622	Adar
ILMN_2591135	Ppm1j
ILMN_2673358	Myom3
ILMN_2894574	Ralgapb
ILMN_2653936	Ralgapb
ILMN_1232379	Ralgapb
ILMN_2959480	Eif4a1
ILMN_3103904	Ptprd
ILMN_3030623	Ptprd
ILMN_2501929	Ptprd
ILMN_1254974	Ptprd
ILMN_2624809	Mterf1a
ILMN_3121552	Shank2
ILMN_1241856	D930020B18Rik
ILMN_2632688	D930020B18Rik
ILMN_2605539	Sgcd
ILMN_2697304	Eln
ILMN_2634147	Dazl
ILMN_2524235	Bcl9
ILMN_2808751	Bcl9
ILMN_1248180	Bcl9
ILMN_2750957	Bdkrb1
ILMN_3163063	Bnip2
ILMN_1216662	Kif5c
ILMN_2595291	Olfr247
ILMN_2771559	Osbpl5
ILMN_1254341	Rsu1
ILMN_2702197	Pcbp1
ILMN_2993314	Clec4n
ILMN_2812164	Irak4
ILMN_1244726	A530016L24Rik
ILMN_2626098	Ppp1r3b
ILMN_1216762	Tmem60
ILMN_1215592	M1ap
ILMN_2952661	Dbf4
ILMN_1227075	Fut2
ILMN_2420368	Naa15
ILMN_3008361	Bmper
ILMN_3031099	Coq10b
ILMN_3104462	Coq10b
ILMN_1215830	Coq10b
ILMN_2549002	4930473A02Rik
ILMN_2721178	Tmem223
ILMN_2896528	Tmem223
ILMN_2989263	Qars
ILMN_2989257	Qars
ILMN_2876653	Clec4f
ILMN_1246882	Pramel29
ILMN_1221311	Ttyh3
ILMN_2477136	Smlr1
ILMN_2777082	P4ha2
ILMN_2637819	Olfr904
ILMN_1225594	1110008P14Rik
ILMN_3161354	Defb26
ILMN_2504555	Zbtb11
ILMN_2644827	Acot3
ILMN_3007065	Eno4
ILMN_1232564	Krt88
ILMN_2911128	C4a
ILMN_1215092	C4b
ILMN_2646052	C4b
ILMN_1226017	2610035D17Rik
ILMN_1259364	Palld
ILMN_3092653	Palld
ILMN_1253797	Slit2
ILMN_2774546	Ankrd34b
ILMN_2625670	Marchf10
ILMN_1228138	Marchf10
ILMN_2624761	Olfr631
ILMN_2440803	Snd1
ILMN_1231199	4930444P10Rik
ILMN_2833606	Ssr2
ILMN_2733435	Olfr557
ILMN_1257398	Rad50
ILMN_2702087	Rad50
ILMN_1219722	Olfr1274
ILMN_2759762	Stard10
ILMN_2625601	Stard10
ILMN_2731871	Zfp827
ILMN_1238628	2210016F16Rik
ILMN_2612187	Pax6
ILMN_2828838	Isy1
ILMN_2758662	Kansl1
ILMN_3067831	Zscan26
ILMN_3145975	Zscan26
ILMN_2624176	Nsun2
ILMN_2482150	Cypt12
ILMN_2989706	Prdx1
ILMN_2651137	Lck
ILMN_2465068	Dnajc30
ILMN_1246587	Dnajc30
ILMN_2737831	Itpripl1
ILMN_1224389	Mndal
ILMN_2427909	Trpm3
ILMN_2508109	Trpm3
ILMN_2462222	Trpm3
ILMN_2630047	Car3
ILMN_2720150	Eps8l1
ILMN_2471289	Trim44
ILMN_1231217	Trim44
ILMN_2738580	Lpin1
ILMN_1240592	Als2cl
ILMN_2820112	Als2cl
ILMN_1250734	1700010D01Rik
ILMN_2445249	Krt36
ILMN_3119245	Bicd2
ILMN_1242903	Mpv17
ILMN_2626383	Mpv17
ILMN_1236320	Mpv17
ILMN_2657857	Mpv17
ILMN_2648230	Kars
ILMN_2869225	Rpl19
ILMN_1253182	Hs3st1
ILMN_1241775	Mocs1
ILMN_2925884	Zim1
ILMN_1240109	Tbrg3
ILMN_2527101	Zkscan4
ILMN_1244029	4932431L22Rik
ILMN_1223543	Naa20
ILMN_2725493	Mob2
ILMN_2672778	Abhd1
ILMN_2448530	Pde7a
ILMN_2927168	Gm12888
ILMN_2670708	Cfap161
ILMN_2920800	Slc8b1
ILMN_2727040	Msantd2
ILMN_2658680	Msantd2
ILMN_1244228	Tbx4
ILMN_2482214	Igf1r
ILMN_2683190	Orc6
ILMN_1254577	Ifi207
ILMN_2714855	Senp6
ILMN_2705604	Ppp1r15b
ILMN_2844963	Nos1ap
ILMN_1245284	Polr1d
ILMN_2635895	Plscr2
ILMN_1240019	Cux1
ILMN_1229977	Cux1
ILMN_1250346	Cux1
ILMN_1223862	Cux1
ILMN_2778409	Mtmr3
ILMN_2673099	AI987944
ILMN_2875720	Taar6
ILMN_1242054	Bard1
ILMN_3162824	P2rx7
ILMN_2705886	Scp2
ILMN_1221684	Scp2
ILMN_2651412	Scp2
ILMN_2723066	Fxyd7
ILMN_2698004	Gck
ILMN_2635700	Lgi2
ILMN_2655386	Kcnab3
ILMN_2703267	Nes
ILMN_2904590	Nes
ILMN_1245437	Sympk
ILMN_2898403	Coq6
ILMN_2417686	Tardbp
ILMN_2638721	Csrnp2
ILMN_2536606	Rpp25
ILMN_2710176	Kazald1
ILMN_2855467	Olfr1184
ILMN_2627259	Hdx
ILMN_2903926	Pdgfrl
ILMN_1232822	Pdgfrl
ILMN_1241721	Ppm1n
ILMN_1231660	Tmem17
ILMN_1245342	8430429K09Rik
ILMN_2758353	Tfb2m
ILMN_2729144	Rfesd
ILMN_2978946	Lyg2
ILMN_2446477	Krt81
ILMN_2840958	Thbs3
ILMN_2840956	Thbs3
ILMN_2654651	Thbs3
ILMN_2631883	Fam71d
ILMN_2603178	Tfam
ILMN_1214829	Olfr910
ILMN_2745912	Olfr653
ILMN_2652425	Thap3
ILMN_2956932	Acadvl
ILMN_2940766	Mrrf
ILMN_2662787	Mrrf
ILMN_2589266	Mrrf
ILMN_1232008	Arid2
ILMN_3067105	Grik1
ILMN_3145360	Grik1
ILMN_2721337	G6pdx
ILMN_2754183	Irf2bpl
ILMN_3109491	Irf2bpl
ILMN_2806720	Rbks
ILMN_1226376	Zswim2
ILMN_1257965	Ldha
ILMN_2761430	Rab6b
ILMN_2535238	Xkr4
ILMN_1258056	Xkr4
ILMN_3142763	Xkr4
ILMN_1221943	Sdf2l1
ILMN_2750912	Fyco1
ILMN_2575779	Thrap3
ILMN_2589902	Olfr603
ILMN_1226274	Fat4
ILMN_2783438	Dcp1a
ILMN_2783429	Dcp1a
ILMN_2740782	Tgm5
ILMN_2520534	Pgap1
ILMN_1215840	Tent5d
ILMN_1239525	Polr2j
ILMN_2618461	Pam16
ILMN_1239662	Slc4a2
ILMN_1230790	Patl1
ILMN_2736621	Proz
ILMN_1223327	Calcoco1
ILMN_1241128	Calcoco1
ILMN_2662160	Impa2
ILMN_2641920	Stkld1
ILMN_2911781	Kif18a
ILMN_1212799	Kif18a
ILMN_2653284	Ctns
ILMN_1215096	Entpd5
ILMN_2433685	Entpd5
ILMN_1252464	Pcsk4
ILMN_2629776	Pcsk4
ILMN_1245529	Pcsk4
ILMN_2860850	Pcsk4
ILMN_1235149	Pcsk4
ILMN_2962153	Xlr5c
ILMN_1247465	Zfp874b
ILMN_1219918	2310011J03Rik
ILMN_2801746	Chchd6
ILMN_1247607	Zmynd19
ILMN_2648523	Slc13a1
ILMN_1252338	Cyp2d11
ILMN_2879876	Tbc1d23
ILMN_2724298	Fer1l4
ILMN_1252437	Erlec1
ILMN_2653735	Erlec1
ILMN_2604205	Erlec1
ILMN_1259566	St6galnac4
ILMN_1248439	St6galnac4
ILMN_2660837	St6galnac4
ILMN_2617542	St6galnac4
ILMN_2670527	Rbfox2
ILMN_1254922	Magi1
ILMN_2753233	Uhmk1
ILMN_2753234	Uhmk1
ILMN_2677728	Abhd3
ILMN_2624853	Zfp81
ILMN_1258545	Zfp131
ILMN_2460102	Wtap
ILMN_2495348	Med13
ILMN_3055531	Med13
ILMN_1256756	Med13
ILMN_1252427	Olfr147
ILMN_2739195	Gnal
ILMN_1234722	BB014433
ILMN_2705635	Prpmp5
ILMN_1233380	Bex6
ILMN_1220362	Ndufa12
ILMN_2778722	Plpp4
ILMN_1214731	H2-T22
ILMN_2633386	H2-T22
ILMN_2612018	Prokr1
ILMN_1228536	Prokr1
ILMN_2491670	Sgsh
ILMN_1223645	Ube2w
ILMN_2421119	Tpp2
ILMN_2714128	Olfr619
ILMN_1249095	Taar2
ILMN_2871830	Taar2
ILMN_2666980	Bdnf
ILMN_3105417	Bdnf
ILMN_1234988	Gad1
ILMN_2714360	Cd34
ILMN_1228919	St13
ILMN_2449855	4930526I15Rik
ILMN_2538639	B3glct
ILMN_1237942	Appl1
ILMN_2519676	Triobp
ILMN_2884655	Crygd
ILMN_3135640	Amigo1
ILMN_1233956	Grik2
ILMN_2683620	Preb
ILMN_2503893	Preb
ILMN_3049465	D830030K20Rik
ILMN_3125369	D830030K20Rik
ILMN_1233726	Rtkn2
ILMN_1240934	Tktl1
ILMN_1249204	Tktl1
ILMN_1248760	Rpgr
ILMN_2717767	Olfr644
ILMN_3109076	Dcun1d2
ILMN_2484618	Dcun1d2
ILMN_2766028	Postn
ILMN_1229428	Lyrm9
ILMN_2775386	Dnajc3
ILMN_2870549	Dnajc3
ILMN_2650299	Sec23b
ILMN_1245383	Sec23b
ILMN_1249344	Tmem234
ILMN_2742627	Six2
ILMN_2970023	Slc44a4
ILMN_2473122	Get1
ILMN_2684563	Cldnd1
ILMN_1213960	Arhgef7
ILMN_3162551	Tmem198
ILMN_2611591	Serpina3b
ILMN_1224596	Ercc6l2
ILMN_2685733	Macc1
ILMN_2733216	Tmtc3
ILMN_1237639	6430548M08Rik
ILMN_1216098	Zfp746
ILMN_2539783	Zfp746
ILMN_3058780	Rims1
ILMN_2636005	Rassf10
ILMN_2828768	Usp28
ILMN_1231814	Ccl5
ILMN_2667589	Prr16
ILMN_2640971	Pafah1b3
ILMN_1230604	Lhpp
ILMN_2600720	Lhpp
ILMN_2914507	Ndufb6
ILMN_2742675	Rock1
ILMN_2638558	Pes1
ILMN_2631704	Cfi
ILMN_1242492	Esf1
ILMN_2821676	Nostrin
ILMN_2625830	Cckar
ILMN_2889832	Serpina3h
ILMN_2657685	Aass
ILMN_2644092	Aass
ILMN_2718132	Aass
ILMN_2750658	Olfr522
ILMN_2421641	Cacfd1
ILMN_1238842	Hnrnpa2b1
ILMN_2948987	Rchy1
ILMN_2430374	Uba1
ILMN_2443831	Uba1
ILMN_1230030	D11Wsu47e
ILMN_2700833	D11Wsu47e
ILMN_2825803	Parp14
ILMN_2936419	BC051142
ILMN_1224266	Lmln
ILMN_2603504	Car2
ILMN_2606746	Car2
ILMN_2751072	Gna11
ILMN_2675464	Ankrd17
ILMN_2629147	Ankrd17
ILMN_3126458	Ankrd17
ILMN_2655126	Gchfr
ILMN_2744603	Gchfr
ILMN_2601590	Adrm1
ILMN_2653927	Limk1
ILMN_1227984	Gje1
ILMN_2498321	Zfp286
ILMN_2441785	Zfp286
ILMN_2722346	Gimap1
ILMN_1216057	Il6ra
ILMN_2706430	Il6ra
ILMN_1255743	Il6ra
ILMN_2845025	Ezhip
ILMN_2624504	Mlana
ILMN_2664291	Lexm
ILMN_2776681	Dusp28
ILMN_2708751	Olfr370
ILMN_2689346	Negr1
ILMN_2442732	Rab11fip2
ILMN_2568488	Wapl
ILMN_2692728	Rtn4
ILMN_2622345	Dyrk1a
ILMN_2764744	Psd3
ILMN_1219067	Tor4a
ILMN_1221619	Nkx2-2
ILMN_1231457	P3h4
ILMN_2669909	Olfr186
ILMN_3023885	Ccdc142
ILMN_2649740	Cenpc1
ILMN_2541777	Vmn2r80
ILMN_2728643	Slc19a3
ILMN_2746475	Ugt2b34
ILMN_1255228	Cdh9
ILMN_2498779	Msl2
ILMN_2475491	Msl2
ILMN_2743780	Ppp2r3a
ILMN_1243234	Msl2
ILMN_1231083	Sp110
ILMN_2526236	Raph1
ILMN_1223598	Srebf2
ILMN_2858548	Spint5
ILMN_2721724	Dpp9
ILMN_1251357	Nsa2
ILMN_2659617	Epn2
ILMN_1218487	Epn2
ILMN_3158060	Epn2
ILMN_1239027	Epn2
ILMN_2987965	Nxf3
ILMN_1240826	Chic1
ILMN_1246539	Tspyl5
ILMN_1240676	Tspyl5
ILMN_2688639	Pxmp4
ILMN_3086889	Grk6
ILMN_1245565	Tmem18
ILMN_1223614	Rbpms
ILMN_2671794	Rell2
ILMN_2916437	Rell2
ILMN_2596979	Nrarp
ILMN_2711339	Pag1
ILMN_2919824	Olfr538
ILMN_2773099	Ppa2
ILMN_2624448	Ppa2
ILMN_2817996	Ppa2
ILMN_1234589	Ppa2
ILMN_3160773	Olfr298
ILMN_1230043	Lrrc39
ILMN_2694346	Lrrc39
ILMN_2728710	Ptch2
ILMN_2820703	Scarf1
ILMN_2534249	Scarf1
ILMN_2765304	Alg8
ILMN_1237963	Alg8
ILMN_2833587	Alg8
ILMN_1218327	Alg8
ILMN_2610656	Cldn10
ILMN_2618910	1700019N19Rik
ILMN_1236734	Slc24a5
ILMN_2620089	Twnk
ILMN_2913845	Twnk
ILMN_1243077	Twnk
ILMN_2655888	Leng8
ILMN_1258147	Leng8
ILMN_2829495	Olfr915
ILMN_2633215	Lpin3
ILMN_1256033	Araf
ILMN_3079949	Wdr41
ILMN_2523102	Wdr41
ILMN_2686700	Abca8a
ILMN_2619249	Snx14
ILMN_2684985	Snx14
ILMN_1236312	Snx14
ILMN_1246024	Rnpep
ILMN_2503393	Tram2
ILMN_3109653	Tram2
ILMN_2682613	Igfbp5
ILMN_3126190	Slc22a13
ILMN_3050107	Slc22a13
ILMN_2609212	Olfr62
ILMN_3153421	Rpf2
ILMN_2771908	Snrnp25
ILMN_2737092	Utp23
ILMN_2701379	Cblb
ILMN_2702039	Cblb
ILMN_2706248	Rpl7l1
ILMN_2797725	Otc
ILMN_1239277	Hira
ILMN_1223780	Wdr73
ILMN_1252092	Zbtb10
ILMN_1224275	Pnlip
ILMN_1238823	Olfr161
ILMN_1257841	Olfr1022
ILMN_1247936	Olfr571
ILMN_1222512	Flvcr1
ILMN_2903734	Siah1b
ILMN_2646574	Siah1b
ILMN_2618014	Siah1b
ILMN_1217391	Siah1b
ILMN_2706393	Siah1b
ILMN_2588130	H2-Bl
ILMN_2810539	H2-Q7
ILMN_2609568	Pygo2
ILMN_2685124	Derl2
ILMN_2807449	Snx21
ILMN_2677580	Cfc1
ILMN_2554666	Mapk9
ILMN_1239472	Ceacam1
ILMN_2597854	Ceacam2
ILMN_1213914	Atp5j2
ILMN_1245909	Magec2
ILMN_1238634	Magec2
ILMN_2665870	Dhx36
ILMN_2706493	Fabp2
ILMN_1226469	Cyp2g1
ILMN_2959757	Cyp2g1
ILMN_2522468	Vmn1r206
ILMN_2690677	Clca1
ILMN_2600763	Nsd1
ILMN_2496587	Nsd1
ILMN_1231734	Nsd1
ILMN_2850753	Mdm2
ILMN_2791644	Reep1
ILMN_1246724	Atg7
ILMN_1230007	Ptk2b
ILMN_2850849	Cog1
ILMN_2736197	Sting1
ILMN_2773560	Pspn
ILMN_2630355	Shisal1
ILMN_1255516	Shisal1
ILMN_2667842	Tbrg1
ILMN_1243616	Cdkn3
ILMN_2954749	Gm5570
ILMN_2676852	Slc6a3
ILMN_2689119	Ralgds
ILMN_1231868	Arl16
ILMN_1215740	Zfp46
ILMN_1217430	Nup37
ILMN_2653143	Fbxo28
ILMN_2756350	Fbxo28
ILMN_2613731	Cep83os
ILMN_2613738	Cep83os
ILMN_2693549	Meikin
ILMN_2884869	Ralgps2
ILMN_2593604	Fdft1
ILMN_2683316	Ctsb
ILMN_2444375	Syce3
ILMN_2938179	Tefm
ILMN_2723826	Slc7a7
ILMN_2474515	Jcad
ILMN_2963483	Kank3
ILMN_3116570	Pdhb
ILMN_3041839	Pdhb
ILMN_2662191	Oplah
ILMN_1225830	Tgm7
ILMN_2937261	Me1
ILMN_1258224	Klrh1
ILMN_2987890	Klrh1
ILMN_2948286	Rab37
ILMN_2454420	Fas
ILMN_2902979	Fas
ILMN_2479290	Fas
ILMN_2630201	Tmem212
ILMN_2443375	Tnrc6b
ILMN_3068103	Zdhhc6
ILMN_2738123	Gprin1
ILMN_2613208	Lrriq4
ILMN_1216607	Htr2c
ILMN_2673507	1700060C20Rik
ILMN_1257063	Krtap1-5
ILMN_2665535	Spon1
ILMN_2469555	Rcan1
ILMN_3127490	Acpp
ILMN_2587757	Acpp
ILMN_2456634	Vmn1r18
ILMN_1240473	Vmn1r18
ILMN_2452628	Zfp566
ILMN_2771824	Elovl1
ILMN_2807834	Carmil3
ILMN_2525156	Carmil3
ILMN_2703685	Tasor
ILMN_2637422	Tasor
ILMN_2472974	Rps6kb1
ILMN_2887208	Rab1b
ILMN_2693124	Rab1b
ILMN_2540692	Gm5891
ILMN_2922560	Slc16a9
ILMN_2747176	Mill2
ILMN_3113845	Mill2
ILMN_2542237	Mill2
ILMN_2584709	Steap3
ILMN_1252625	Mug-ps1
ILMN_2734560	Cpt1c
ILMN_2687661	Mfng
ILMN_1228608	Anp32b
ILMN_2901626	Tnfrsf21
ILMN_2703598	Star
ILMN_2526572	Rpl4
ILMN_2686008	Tmem217
ILMN_1217875	Mical2
ILMN_1227652	Olfr1044
ILMN_2832802	Olfr55
ILMN_2650502	Gdap10
ILMN_3162214	Gml2
