shuffle_index,permutation_seed,null_metric
0,0,0.47368421052631576
1,1,0.6842105263157895
2,2,0.3157894736842105
3,3,0.5789473684210527
4,4,0.2631578947368421
5,5,0.5263157894736842
6,6,0.42105263157894735
7,7,0.3684210526315789
8,8,0.7368421052631579
9,9,0.42105263157894735
10,10,0.42105263157894735
11,11,0.3157894736842105
12,12,0.47368421052631576
13,13,0.5263157894736842
14,14,0.631578947368421
15,15,0.47368421052631576
16,16,0.3157894736842105
17,17,0.42105263157894735
18,18,0.3684210526315789
19,19,0.42105263157894735
20,20,0.47368421052631576
21,21,0.5789473684210527
22,22,0.6842105263157895
23,23,0.6842105263157895
24,24,0.3684210526315789
25,25,0.5789473684210527
26,26,0.3684210526315789
27,27,0.3157894736842105
28,28,0.5789473684210527
29,29,0.3684210526315789
30,30,0.42105263157894735
31,31,0.42105263157894735
32,32,0.7894736842105263
33,33,0.5789473684210527
34,34,0.3684210526315789
35,35,0.47368421052631576
36,36,0.2631578947368421
37,37,0.631578947368421
38,38,0.42105263157894735
39,39,0.3684210526315789
40,40,0.42105263157894735
41,41,0.5789473684210527
42,42,0.42105263157894735
43,43,0.3157894736842105
44,44,0.8421052631578947
45,45,0.3157894736842105
46,46,0.3157894736842105
47,47,0.42105263157894735
48,48,0.42105263157894735
49,49,0.3684210526315789
50,50,0.631578947368421
51,51,0.3684210526315789
52,52,0.3684210526315789
53,53,0.47368421052631576
54,54,0.3684210526315789
55,55,0.47368421052631576
56,56,0.3684210526315789
57,57,0.3684210526315789
58,58,0.5263157894736842
59,59,0.47368421052631576
60,60,0.47368421052631576
61,61,0.5263157894736842
62,62,0.47368421052631576
63,63,0.5789473684210527
64,64,0.47368421052631576
65,65,0.5263157894736842
66,66,0.47368421052631576
67,67,0.42105263157894735
68,68,0.3157894736842105
69,69,0.5263157894736842
70,70,0.3157894736842105
71,71,0.3684210526315789
72,72,0.42105263157894735
73,73,0.3684210526315789
74,74,0.47368421052631576
75,75,0.3684210526315789
76,76,0.42105263157894735
77,77,0.42105263157894735
78,78,0.47368421052631576
79,79,0.5263157894736842
80,80,0.3157894736842105
81,81,0.47368421052631576
82,82,0.2631578947368421
83,83,0.5789473684210527
84,84,0.47368421052631576
85,85,0.42105263157894735
86,86,0.631578947368421
87,87,0.3157894736842105
88,88,0.5789473684210527
89,89,0.6842105263157895
90,90,0.42105263157894735
91,91,0.42105263157894735
92,92,0.6842105263157895
93,93,0.42105263157894735
94,94,0.3157894736842105
95,95,0.42105263157894735
96,96,0.42105263157894735
97,97,0.3684210526315789
98,98,0.47368421052631576
99,99,0.6842105263157895
100,100,0.42105263157894735
101,101,0.47368421052631576
102,102,0.631578947368421
103,103,0.3157894736842105
104,104,0.42105263157894735
105,105,0.6842105263157895
106,106,0.3684210526315789
107,107,0.5789473684210527
108,108,0.5263157894736842
109,109,0.42105263157894735
110,110,0.47368421052631576
111,111,0.47368421052631576
112,112,0.47368421052631576
113,113,0.5263157894736842
114,114,0.3684210526315789
115,115,0.42105263157894735
116,116,0.5789473684210527
117,117,0.3157894736842105
118,118,0.7368421052631579
119,119,0.3157894736842105
120,120,0.5263157894736842
121,121,0.5263157894736842
122,122,0.3157894736842105
123,123,0.42105263157894735
124,124,0.47368421052631576
125,125,0.5789473684210527
126,126,0.42105263157894735
127,127,0.6842105263157895
128,128,0.631578947368421
129,129,0.3684210526315789
130,130,0.3684210526315789
131,131,0.3684210526315789
132,132,0.47368421052631576
133,133,0.631578947368421
134,134,0.5263157894736842
135,135,0.3684210526315789
136,136,0.42105263157894735
137,137,0.42105263157894735
138,138,0.5789473684210527
139,139,0.3684210526315789
140,140,0.2631578947368421
141,141,0.42105263157894735
142,142,0.42105263157894735
143,143,0.42105263157894735
144,144,0.3684210526315789
145,145,0.6842105263157895
146,146,0.3684210526315789
147,147,0.631578947368421
148,148,0.5263157894736842
149,149,0.3684210526315789
150,150,0.3157894736842105
151,151,0.5789473684210527
152,152,0.5263157894736842
153,153,0.3684210526315789
154,154,0.42105263157894735
155,155,0.3684210526315789
156,156,0.42105263157894735
157,157,0.5263157894736842
158,158,0.5263157894736842
159,159,0.47368421052631576
160,160,0.47368421052631576
161,161,0.3157894736842105
162,162,0.3157894736842105
163,163,0.42105263157894735
164,164,0.3684210526315789
165,165,0.47368421052631576
166,166,0.42105263157894735
167,167,0.7368421052631579
168,168,0.3684210526315789
169,169,0.42105263157894735
170,170,0.47368421052631576
171,171,0.5789473684210527
172,172,0.6842105263157895
173,173,0.3157894736842105
174,174,0.3684210526315789
175,175,0.42105263157894735
176,176,0.3684210526315789
177,177,0.2631578947368421
178,178,0.3684210526315789
179,179,0.6842105263157895
180,180,0.3684210526315789
181,181,0.47368421052631576
182,182,0.42105263157894735
183,183,0.3157894736842105
184,184,0.3684210526315789
185,185,0.3684210526315789
186,186,0.3157894736842105
187,187,0.42105263157894735
188,188,0.5263157894736842
189,189,0.47368421052631576
190,190,0.3684210526315789
191,191,0.631578947368421
192,192,0.47368421052631576
193,193,0.42105263157894735
194,194,0.2631578947368421
195,195,0.47368421052631576
196,196,0.631578947368421
197,197,0.6842105263157895
198,198,0.3157894736842105
199,199,0.47368421052631576
