shuffle_index,permutation_seed,null_metric
0,0,0.7333333333333333
1,1,0.6333333333333333
2,2,0.6
3,3,0.5333333333333333
4,4,0.5
5,5,0.5333333333333333
6,6,0.5
7,7,0.5666666666666667
8,8,0.6666666666666666
9,9,0.5
10,10,0.5666666666666667
11,11,0.5666666666666667
12,12,0.5333333333333333
13,13,0.6
14,14,0.5666666666666667
15,15,0.5666666666666667
16,16,0.5333333333333333
17,17,0.5333333333333333
18,18,0.5
19,19,0.6
20,20,0.6
21,21,0.6
22,22,0.6
23,23,0.5666666666666667
24,24,0.6
25,25,0.5333333333333333
26,26,0.6333333333333333
27,27,0.6
28,28,0.43333333333333335
29,29,0.6333333333333333
30,30,0.6
31,31,0.6
32,32,0.5333333333333333
33,33,0.6666666666666666
34,34,0.6333333333333333
35,35,0.4666666666666667
36,36,0.6
37,37,0.6333333333333333
38,38,0.6333333333333333
39,39,0.5666666666666667
40,40,0.6333333333333333
41,41,0.5333333333333333
42,42,0.5333333333333333
43,43,0.6333333333333333
44,44,0.5666666666666667
45,45,0.6
46,46,0.5333333333333333
47,47,0.6
48,48,0.6
49,49,0.5333333333333333
50,50,0.43333333333333335
51,51,0.6
52,52,0.6333333333333333
53,53,0.6333333333333333
54,54,0.5333333333333333
55,55,0.6
56,56,0.4
57,57,0.5333333333333333
58,58,0.5333333333333333
59,59,0.7
60,60,0.5333333333333333
61,61,0.6
62,62,0.5333333333333333
63,63,0.6
64,64,0.5333333333333333
65,65,0.6
66,66,0.5333333333333333
67,67,0.5666666666666667
68,68,0.5333333333333333
69,69,0.6666666666666666
70,70,0.5666666666666667
71,71,0.6
72,72,0.5666666666666667
73,73,0.6
74,74,0.6
75,75,0.5
76,76,0.5666666666666667
77,77,0.6
78,78,0.5
79,79,0.6
80,80,0.6
81,81,0.5333333333333333
82,82,0.5333333333333333
83,83,0.5
84,84,0.6
85,85,0.5333333333333333
86,86,0.5333333333333333
87,87,0.8
88,88,0.5666666666666667
89,89,0.6
90,90,0.6
91,91,0.5666666666666667
92,92,0.6333333333333333
93,93,0.5666666666666667
94,94,0.7
95,95,0.6
96,96,0.6333333333333333
97,97,0.6
98,98,0.6333333333333333
99,99,0.5666666666666667
100,100,0.5333333333333333
101,101,0.5666666666666667
102,102,0.5666666666666667
103,103,0.5333333333333333
104,104,0.5666666666666667
105,105,0.6
106,106,0.5666666666666667
107,107,0.5666666666666667
108,108,0.7333333333333333
109,109,0.43333333333333335
110,110,0.6
111,111,0.5666666666666667
112,112,0.5333333333333333
113,113,0.6333333333333333
114,114,0.5
115,115,0.5666666666666667
116,116,0.6
117,117,0.7
118,118,0.6
119,119,0.5333333333333333
120,120,0.6
121,121,0.7666666666666667
122,122,0.6
123,123,0.7
124,124,0.5666666666666667
125,125,0.6333333333333333
126,126,0.5666666666666667
127,127,0.7333333333333333
128,128,0.6
129,129,0.5666666666666667
130,130,0.5333333333333333
131,131,0.5
132,132,0.6
133,133,0.5666666666666667
134,134,0.5333333333333333
135,135,0.6666666666666666
136,136,0.6333333333333333
137,137,0.5
138,138,0.6333333333333333
139,139,0.5333333333333333
140,140,0.5333333333333333
141,141,0.5666666666666667
142,142,0.6
143,143,0.6
144,144,0.5
145,145,0.5666666666666667
146,146,0.6
147,147,0.6333333333333333
148,148,0.5666666666666667
149,149,0.5333333333333333
150,150,0.5333333333333333
151,151,0.6
152,152,0.7666666666666667
153,153,0.7333333333333333
154,154,0.5666666666666667
155,155,0.5666666666666667
156,156,0.5333333333333333
157,157,0.5333333333333333
158,158,0.6
159,159,0.5666666666666667
160,160,0.4666666666666667
161,161,0.5666666666666667
162,162,0.6
163,163,0.5666666666666667
164,164,0.5666666666666667
165,165,0.5
166,166,0.5666666666666667
167,167,0.6666666666666666
168,168,0.5666666666666667
169,169,0.5666666666666667
170,170,0.5333333333333333
171,171,0.6
172,172,0.6
173,173,0.5333333333333333
174,174,0.4666666666666667
175,175,0.5666666666666667
176,176,0.5666666666666667
177,177,0.6
178,178,0.6
179,179,0.5666666666666667
180,180,0.5666666666666667
181,181,0.6
182,182,0.6666666666666666
183,183,0.5333333333333333
184,184,0.5666666666666667
185,185,0.5333333333333333
186,186,0.5666666666666667
187,187,0.5666666666666667
188,188,0.7
189,189,0.6
190,190,0.5333333333333333
191,191,0.5666666666666667
192,192,0.5666666666666667
193,193,0.5666666666666667
194,194,0.5333333333333333
195,195,0.5333333333333333
196,196,0.5666666666666667
197,197,0.5666666666666667
198,198,0.5333333333333333
199,199,0.5333333333333333
