target_id,shape,measure,leakage_family,pre_col,post_col,n_paired,group_pct_of_means,effect_size,abs_effect_size,pct_safe,recommended_scale,family_size,notes
s1_bmd_legs,1,BMD_Legs,NNX10AP86G_CFT70_iDXA_avgs,,BMD_Legs::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_legs,1,T%Fat_Legs,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Legs::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_android,1,R%Fat_Android,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Android::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_arms,1,T%Fat_Arms,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Arms::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_left_total,1,TM_Left_Total,NNX10AP86G_CFT70_iDXA_avgs,,TM_Left_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_arms,1,Fat_Arms,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Arms::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_left_total,1,BMC_Left_Total,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Left_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_left_trunk,1,Fat_Left_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Left_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_total,1,T%Fat_Total,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_left_leg,1,LBM_Left_Leg,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Left_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_total,1,Tissue_Total,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_right_total,1,R%Fat_Right_Total,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Right_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_right_trunk,1,Tissue_Right_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Right_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_legs,1,Tissue_Legs,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Legs::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_gynoid,1,Fat_Gynoid,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Gynoid::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_arms,1,BMC_Arms,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Arms::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_right_total,1,Tissue_Right_Total,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Right_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_android,1,LBM_Android,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Android::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_right_arm,1,Tissue_Right_Arm,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Right_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_left_trunk,1,R%Fat_Left_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Left_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_trunk,1,T%Fat_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_right_trunk,1,Fat_Right_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Right_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_left_leg,1,TM_Left_Leg,NNX10AP86G_CFT70_iDXA_avgs,,TM_Left_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_trunk,1,BMC_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_right_leg,1,LBM_Right_Leg,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Right_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fatmass_legs_total,1,FatMass_Legs/Total,NNX10AP86G_CFT70_iDXA_avgs,,FatMass_Legs/Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmd_arms,1,BMD_Arms,NNX10AP86G_CFT70_iDXA_avgs,,BMD_Arms::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_left_arm,1,BMC_Left_Arm,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Left_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_right_arm,1,TM_Right_Arm,NNX10AP86G_CFT70_iDXA_avgs,,TM_Right_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_gynoid,1,T%Fat_Gynoid,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Gynoid::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_right_arm,1,BMC_Right_Arm,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Right_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_android,1,TM_Android,NNX10AP86G_CFT70_iDXA_avgs,,TM_Android::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fatmass_arms_legs_trunk,1,FatMass_(Arms+Legs)/Trunk,NNX10AP86G_CFT70_iDXA_avgs,,FatMass_(Arms+Legs)/Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_gynoid,1,TM_Gynoid,NNX10AP86G_CFT70_iDXA_avgs,,TM_Gynoid::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_left_trunk,1,Tissue_Left_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Left_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_android,1,T%Fat_Android,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Android::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_right_total,1,T%Fat_Right_Total,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Right_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_gynoid,1,BMC_Gynoid,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Gynoid::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_right_trunk,1,LBM_Right_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Right_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_right_total,1,Fat_Right_Total,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Right_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_left_arm,1,TM_Left_Arm,NNX10AP86G_CFT70_iDXA_avgs,,TM_Left_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_legs,1,Fat_Legs,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Legs::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_arms,1,Tissue_Arms,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Arms::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_right_trunk,1,R%Fat_Right_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Right_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_trunk,1,R%Fat_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_right_arm,1,LBM_Right_Arm,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Right_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_left_trunk,1,LBM_Left_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Left_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_trunk,1,TM_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,TM_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_arms,1,R%Fat_Arms,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Arms::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_left_arm,1,Tissue_Left_Arm,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Left_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmd_spine,1,BMD_Spine,NNX10AP86G_CFT70_iDXA_avgs,,BMD_Spine::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_legs,1,LBM_Legs,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Legs::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_left_leg,1,T%Fat_Left Leg,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Left Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_total,1,BMC_Total,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_right_trunk,1,BMC_Right_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Right_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_left_leg,1,Fat_Left_Leg,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Left_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_left_leg,1,Tissue_Left_Leg,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Left_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_left_total,1,LBM_Left_Total,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Left_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_arms,1,LBM_Arms,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Arms::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_right_leg,1,BMC_Right_Leg,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Right_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_gynoid,1,Tissue_Gynoid,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Gynoid::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_gynoid,1,R%Fat_Gynoid,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Gynoid::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmd_ribs,1,BMD_Ribs,NNX10AP86G_CFT70_iDXA_avgs,,BMD_Ribs::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_left_trunk,1,TM_Left_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,TM_Left_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_trunk,1,Tissue_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_right_trunk,1,TM_Right_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,TM_Right_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_total,1,LBM_Total,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_right_leg,1,Fat_Right_Leg,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Right_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmd_trunk,1,BMD_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,BMD_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_left_total,1,Fat_Left_Total,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Left_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_total,1,TM_Total,NNX10AP86G_CFT70_iDXA_avgs,,TM_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s2_hematocrit,2,Hematocrit,BEDREST_FTT_CFT70_Hematocrit_obsv,Hematocrit::BEDREST_FTT_CFT70_Hematocrit_obsv::Test_Phase=PRE_TEST|BR_Day=3|Session=C,Hematocrit::BEDREST_FTT_CFT70_Hematocrit_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,34,-7.0,-1.861,1.861,True,percent,7,
s2_hemoglobin_g_dl,2,Hemoglobin_g_dl,BEDREST_FTT_CFT70 _Hemoglobin_obsv,Hemoglobin_g_dl::BEDREST_FTT_CFT70 _Hemoglobin_obsv::Test_Phase=PRE_TEST|BR_Day=3|Session=C,Hemoglobin_g_dl::BEDREST_FTT_CFT70 _Hemoglobin_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,-7.49,-1.799,1.799,True,percent,7,
s2_ejection_time,2,Ejection Time,BRSMCF_CFT70_2D_Echo_All,Ejection Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Ejection Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,-13.08,-1.557,1.557,True,percent,5,
s2_tdi_basal_septal_e,2,TDI Basal Septal E,BRSMCF_CFT70_2D_Echo_All,TDI Basal Septal E::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,TDI Basal Septal E::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,-24.18,-1.474,1.474,True,percent,5,
s2_time_sec,2,Time_sec,BEDREST_FTT_CFT70_ActBoardTime_obsv,Time_sec::BEDREST_FTT_CFT70_ActBoardTime_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Time_sec::BEDREST_FTT_CFT70_ActBoardTime_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,35,-21.49,-1.387,1.387,True,percent,7,
s2_heart_rate_bpm,2,Heart_Rate_BPM,BEDREST_FTT_CFT70_HR_FallRecovery_Diff_obsv,Heart_Rate_BPM::BEDREST_FTT_CFT70_HR_FallRecovery_Diff_obsv::Test_Phase=PRE_TEST|BR_Day=3|Session=C,Heart_Rate_BPM::BEDREST_FTT_CFT70_HR_FallRecovery_Diff_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,77.17,1.292,1.292,False,absolute,7,
s2_mitral_e_wave_velocity,2,Mitral E Wave Velocity,BRSMCF_CFT70_2D_Echo_All,Mitral E Wave Velocity::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Mitral E Wave Velocity::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,-23.36,-1.233,1.233,True,percent,5,
s2_r_r_interval_msec,2,R_R_Interval_msec,BEDREST_FTT_CFT70_RR_Intv_FallRecSt_obsv,R_R_Interval_msec::BEDREST_FTT_CFT70_RR_Intv_FallRecSt_obsv::Test_Phase=PRE_TEST|BR_Day=3|Session=C,R_R_Interval_msec::BEDREST_FTT_CFT70_RR_Intv_FallRecSt_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,-12.52,-1.212,1.212,True,percent,7,
s2_soleus,2,Soleus,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Soleus,Soleus::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Soleus::Test_Phase=PRE_TEST|BR_Day=6,Soleus::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Soleus::Test_Phase=POST_TEST|BR_Day=6,26,-7.16,-1.118,1.118,True,percent,13,
s2_maxht_in,2,MaxHt_in,BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL,MaxHt_in::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=PRE2,MaxHt_in::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=POST1,36,-12.22,-1.089,1.089,True,percent,4,
s2_maxht_cm,2,MaxHt_cm,BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL,MaxHt_cm::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=PRE2,MaxHt_cm::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=POST1,36,-12.22,-1.088,1.088,True,percent,4,
s2_tdi_left_heart_rate,2,TDI Left Heart Rate,BRSMCF_CFT70_2D_Echo_All,TDI Left Heart Rate::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,TDI Left Heart Rate::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,25.03,1.083,1.083,True,percent,5,
s2_maxvelocity_ms,2,MaxVelocity_ms,BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL,MaxVelocity_ms::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=PRE2,MaxVelocity_ms::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=POST1,36,-6.66,-1.077,1.077,True,percent,4,
s2_lvot_velocity_time_integral,2,LVOT Velocity Time Integral,BRSMCF_CFT70_2D_Echo_All,LVOT Velocity Time Integral::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,LVOT Velocity Time Integral::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,-17.79,-1.074,1.074,True,percent,5,
