slug,measure_label,unit,source_file,n_subjects_with_value,n_subjects_multitrial,max_trials_in_cell,is_dxa,dxa_zero_to_nan,n_missing,n_present
percent_correct_steps____bedrest_ftt_cft70_linetest_pctcorrectste,Percent_Correct_Steps,,BEDREST_FTT_CFT70_LineTest_PctCorrectSteps_obsv,35,35,3,False,0,3,35
physical_scale____nnx10ap86g_cft70_mfsi_sf_physical_scale,Physical Scale,,NNX10AP86G_CFT70_MFSI-SF_Physical_Scale,23,23,4,False,0,15,23
plasma_volume__l__bedrest_ftt_cft70_plasmavolume,Plasma_Volume,L,BEDREST_FTT_CFT70_PlasmaVolume_obsv,35,33,2,False,0,3,35
plasma_volume_index_l_m_2____bedrest_ftt_cft70_plasmavolumeindex,Plasma_Volume_Index_L_m_2,,BEDREST_FTT_CFT70_PlasmaVolumeIndex_obsv,35,32,2,False,0,3,35
post_cohgb_analysis_1____brsmpv_cft70_plasma_volume_all_subjects,Post-COHgb Analysis 1,%,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
post_cohgb_analysis_1____brsmpv_cft70_plasma_volume_results,Post-COHgb Analysis 1,%,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
post_cohgb_analysis_2____brsmpv_cft70_plasma_volume_all_subjects,Post-COHgb Analysis 2,%,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
post_cohgb_analysis_2____brsmpv_cft70_plasma_volume_results,Post-COHgb Analysis 2,%,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
post_cohgb_analysis_3____brsmpv_cft70_plasma_volume_all_subjects,Post-COHgb Analysis 3,%,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
post_cohgb_analysis_3____brsmpv_cft70_plasma_volume_results,Post-COHgb Analysis 3,%,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
post_hct____brsmpv_cft70_plasma_volume_all_subjects,Post-Hct,%,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
post_hct____brsmpv_cft70_plasma_volume_results,Post-Hct,%,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
post_hgb__g_dl__brsmpv_cft70_plasma_volume_all_subjects,Post-Hgb,g/dL,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
post_hgb__g_dl__brsmpv_cft70_plasma_volume_results,Post-Hgb,g/dL,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
pre_cohgb_analysis_1____brsmpv_cft70_plasma_volume_all_subjects,Pre-COHgb Analysis 1,%,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
pre_cohgb_analysis_1____brsmpv_cft70_plasma_volume_results,Pre-COHgb Analysis 1,%,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
pre_cohgb_analysis_2____brsmpv_cft70_plasma_volume_all_subjects,Pre-COHgb Analysis 2,%,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
pre_cohgb_analysis_2____brsmpv_cft70_plasma_volume_results,Pre-COHgb Analysis 2,%,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
pre_cohgb_analysis_3____brsmpv_cft70_plasma_volume_all_subjects,Pre-COHgb Analysis 3,%,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
pre_cohgb_analysis_3____brsmpv_cft70_plasma_volume_results,Pre-COHgb Analysis 3,%,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
pre_hct____brsmpv_cft70_plasma_volume_all_subjects,Pre-Hct,%,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
pre_hct____brsmpv_cft70_plasma_volume_results,Pre-Hct,%,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
pre_hgb__g_dl__brsmpv_cft70_plasma_volume_all_subjects,Pre-Hgb,g/dL,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
pre_hgb__g_dl__brsmpv_cft70_plasma_volume_results,Pre-Hgb,g/dL,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
prolactin__ng_ml__nnx10ap86g_cft70_immulite,Prolactin,ng/mL,NNX10AP86G_CFT70_IMMULITE,24,0,1,False,0,14,24
pulmonic_valve_acceleration_time____brsmcf_cft70_2d_echo_7_subjects,Pulmonic Valve Acceleration Time,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
pulmonic_valve_acceleration_time____brsmcf_cft70_2d_echo_all,Pulmonic Valve Acceleration Time,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
pulmonic_valve_ejection_time____brsmcf_cft70_2d_echo_7_subjects,Pulmonic Valve Ejection Time,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
pulmonic_valve_ejection_time____brsmcf_cft70_2d_echo_all,Pulmonic Valve Ejection Time,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
pulse__bpm__crf_cft70_vitals_5160,Pulse,bpm,CRF_CFT70_VITALS_5160,1,1,21,False,0,37,1
pulse__bpm__crf_cft70_vitals_8072,Pulse,bpm,CRF_CFT70_VITALS_8072,1,1,21,False,0,37,1
pulse__bpm__crf_cft70_vitals_8936,Pulse,bpm,CRF_CFT70_VITALS_8936,1,1,13,False,0,37,1
pulse_pressure_mm_hg____bedrest_ftt_cft70_pulsepressure_fallrecp,Pulse_Pressure_mm_Hg,,BEDREST_FTT_CFT70_PulsePressure_FallRecPr_obsv,35,35,3,False,0,3,35
pulse_pressure_mm_hg____bedrest_ftt_cft70_pulsepressure_fallrecs,Pulse_Pressure_mm_Hg,,BEDREST_FTT_CFT70_PulsePressure_FallRecSt_obsv,35,35,3,False,0,3,35
pvi__l_m__brsmpv_cft70_plasma_volume_results,PVI,L/m²,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
pvtot__l__brsmpv_cft70_plasma_volume_all_subjects,PVtot,L,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
pvtot__l__brsmpv_cft70_plasma_volume_results,PVtot,L,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
quadriceps____mri_ultrasound_cft70_mri_quadriceps,Quadriceps,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Quadriceps,26,0,1,False,0,12,26
quadriceps____mri_ultrasound_cft70_ultrasound_quadrice,Quadriceps,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Quadriceps,26,0,1,False,0,12,26
r_fat_android____nnx10ap86g_cft70_idxa,R%Fat_Android,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_arms____nnx10ap86g_cft70_idxa,R%Fat_Arms,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_gynoid____nnx10ap86g_cft70_idxa,R%Fat_Gynoid,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_left_arm____nnx10ap86g_cft70_idxa,R%Fat_Left_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_left_leg____nnx10ap86g_cft70_idxa,R%Fat_Left_Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_left_total____nnx10ap86g_cft70_idxa,R%Fat_Left_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_left_trunk____nnx10ap86g_cft70_idxa,R%Fat_Left_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_legs____nnx10ap86g_cft70_idxa,R%Fat_Legs,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_right_arm____nnx10ap86g_cft70_idxa,R%Fat_Right_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_right_leg____nnx10ap86g_cft70_idxa,R%Fat_Right_Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_right_total____nnx10ap86g_cft70_idxa,R%Fat_Right_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_right_trunk____nnx10ap86g_cft70_idxa,R%Fat_Right_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_total____nnx10ap86g_cft70_idxa,R%Fat_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_fat_trunk____nnx10ap86g_cft70_idxa,R%Fat_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
r_r_interval_msec_2____bedrest_ftt_cft70_rr_intv_highfreq_fallr,R_R_Interval_msec_2,,BEDREST_FTT_CFT70_RR_Intv_HighFreq_FallRecPr_obsv,35,35,3,False,0,3,35
r_r_interval_msec_2____bedrest_ftt_cft70_rr_intv_highfreq_fallr__2,R_R_Interval_msec_2,,BEDREST_FTT_CFT70_RR_Intv_HighFreq_FallRecSt_obsv,35,35,3,False,0,3,35
r_r_interval_msec____bedrest_ftt_cft70_rr_intv_fallrecpr,R_R_Interval_msec,,BEDREST_FTT_CFT70_ RR_Intv_FallRecPr_obsv,35,35,3,False,0,3,35
r_r_interval_msec____bedrest_ftt_cft70_rr_intv_fallrecst,R_R_Interval_msec,,BEDREST_FTT_CFT70_RR_Intv_FallRecSt_obsv,35,35,3,False,0,3,35
rate_n_sec____bedrest_ftt_cft70_kneeext_rateforcedev,Rate_N_sec,,BEDREST_FTT_CFT70_KneeExt_RateForceDev_obsv,35,35,3,False,0,3,35
rate_n_sec____bedrest_ftt_cft70_legpress_rateforcedev,Rate_N_sec,,BEDREST_FTT_CFT70_LegPress_RateForceDev_obsv,35,35,3,False,0,3,35
rate_n_sec____bedrest_ftt_cft70_upperbody_rateforcedev,Rate_N_sec,,BEDREST_FTT_CFT70_UpperBody_RateForceDev_obsv,35,35,3,False,0,3,35
ratio_n__kg__bedrest_ftt_cft70_legpress_maxisoforceto,Ratio_N,kg,BEDREST_FTT_CFT70_LegPress_MaxIsoForceToBW_Ratio_obsv,35,35,3,False,0,3,35
rbcvol____brsmpv_cft70_plasma_volume_all_subjects,RBCvol,,BRSMPV_CFT70_PLASMA_VOLUME_all_subjects,37,35,2,False,0,1,37
rbcvol____brsmpv_cft70_plasma_volume_results,RBCvol,,BRSMPV_CFT70_PLASMA_VOLUME_Results,6,5,2,False,0,32,6
rectus_femoris____mri_ultrasound_cft70_mri_rectus_femoris,Rectus Femoris,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Rectus_Femoris,26,0,1,False,0,12,26
rectus_femoris____mri_ultrasound_cft70_ultrasound_rectus_f,Rectus Femoris,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Rectus_Femoris,26,0,1,False,0,12,26
red_cell_volume__l__bedrest_ftt_cft70_redcellvolume,Red_Cell_Volume,L,BEDREST_FTT_CFT70_RedCellVolume_obsv,35,33,2,False,0,3,35
rel_hum____mr080g_cft70_pre_all,REL HUM,%,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
rel_hum____mr080g_cft70_screen_all,REL HUM,%,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
rel_vo2pk____mr080g_cft70_pre_all,REL VO2PK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
rel_vo2pk____mr080g_cft70_screen_all,REL VO2PK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
rerpk____mr080g_cft70_pre_all,RERPK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
rerpk____mr080g_cft70_screen_all,RERPK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
resp_rate__rpm__crf_cft70_vitals_5160,Resp Rate,rpm,CRF_CFT70_VITALS_5160,1,1,21,False,0,37,1
resp_rate__rpm__crf_cft70_vitals_8072,Resp Rate,rpm,CRF_CFT70_VITALS_8072,1,1,21,False,0,37,1
resp_rate__rpm__crf_cft70_vitals_8936,Resp Rate,rpm,CRF_CFT70_VITALS_8936,1,1,13,False,0,37,1
rms____bedrest_ftt_cft70_data_linetest_torsoacc,RMS,,BEDREST_FTT_CFT70_Data_LineTest_TorsoAccRRMS_trial_obsv,35,35,9,False,0,3,35
rms____bedrest_ftt_cft70_data_linetest_torsoacc__2,RMS,,BEDREST_FTT_CFT70_Data_LineTest_TorsoAccRRMS_win_obsv,35,35,9,False,0,3,35
rms____bedrest_ftt_cft70_data_linetest_torsopit,RMS,,BEDREST_FTT_CFT70_Data_LineTest_TorsoPitchRMS_trial_obsv,35,35,9,False,0,3,35
rms____bedrest_ftt_cft70_data_linetest_torsopit__2,RMS,,BEDREST_FTT_CFT70_Data_LineTest_TorsoPitchRMS_win_obsv,35,35,9,False,0,3,35
rms____bedrest_ftt_cft70_data_linetest_torsorol,RMS,,BEDREST_FTT_CFT70_Data_LineTest_TorsoRollRMS_trial_obsv,35,35,9,False,0,3,35
rms____bedrest_ftt_cft70_data_linetest_torsorol__2,RMS,,BEDREST_FTT_CFT70_Data_LineTest_TorsoRollRMS_win_obsv,35,35,9,False,0,3,35
rms____bedrest_ftt_cft70_data_linetest_torsoyaw,RMS,,BEDREST_FTT_CFT70_Data_LineTest_TorsoYawRMS_trial_obsv,35,35,9,False,0,3,35
rms____bedrest_ftt_cft70_data_linetest_torsoyaw__2,RMS,,BEDREST_FTT_CFT70_Data_LineTest_TorsoYawRMS_win_obsv,35,35,9,False,0,3,35
rms____bedrest_ftt_cft70_linetest_torsorollrms_,RMS,,BEDREST_FTT_CFT70_LineTest_TorsoRollRMS_trial1_obsv,35,35,3,False,0,3,35
rms____bedrest_ftt_cft70_segresshdtryawrms,RMS,,BEDREST_FTT_CFT70_sEgressHdTrYawRMS_obsv,35,31,3,False,0,3,35
rms____bedrest_ftt_cft70_uegresshdtryawrms,RMS,,BEDREST_FTT_CFT70_uEgressHdTrYawRMS_obsv,35,35,3,False,0,3,35
rocktranslation____bedrest_ftt_cft70_hr_acrosstests_datatab,RockTranslation,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
rod_and_frame_frame_effect____ncc958sa02802_cft70_rodandframeframeeffe,Rod and Frame Frame Effect,,NCC958SA02802_CFT70_RodAndFrameFrameEffect,18,18,2,False,0,20,18
rpepk____mr080g_cft70_pre_all,RPEPK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
rpepk____mr080g_cft70_screen_all,RPEPK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
sbg__nmol_l__nnx10ap86g_cft70_immulite,SBG,nmol/L,NNX10AP86G_CFT70_IMMULITE,24,23,2,False,0,14,24
sbppk____mr080g_cft70_pre_all,SBPPK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
sbppk____mr080g_cft70_screen_all,SBPPK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
sbpseated____mr080g_cft70_pre_all,SBPseated,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
sbpseated____mr080g_cft70_screen_all,SBPseated,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
sbpsupine____mr080g_cft70_pre_all,SBPsupine,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
sbpsupine____mr080g_cft70_screen_all,SBPsupine,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
settling_time__sec__bedrest_ftt_cft70_data_jump_settlingtime,Settling Time,sec,BEDREST_FTT_CFT70_Data_Jump_SettlingTime_obsv,35,35,9,False,0,3,35
settling_time_sec____bedrest_ftt_cft70_jump_settlingtime_tria,Settling_Time_sec,,BEDREST_FTT_CFT70_Jump_SettlingTime_Trial1_obsv,35,35,3,False,0,3,35
soleus____mri_ultrasound_cft70_mri_soleus,Soleus,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Soleus,26,0,1,False,0,12,26
sot_5e_eq_median_score____bedrest_ftt_cft70_data_eq_scores_sot5e_m,SOT_5E_EQ_Median_Score,,BEDREST_FTT_CFT70_Data_EQ_Scores_SOT5E_Median,36,36,3,False,0,2,36
sot_5m_eq_median_score____bedrest_ftt_cft70_data_eq_scores_sot5m_m,SOT_5M_EQ_Median_Score,,BEDREST_FTT_CFT70_Data_EQ_Scores_SOT5M_Median,34,32,3,False,0,4,34
step_time_std_dev_sec____bedrest_ftt_cft70_dva_steptime_stdev,Step_Time_Std_Dev_sec,,BEDREST_FTT_CFT70_DVA_StepTime_stdev_obsv,35,35,3,False,0,3,35
sysbp__mmhg__crf_cft70_vitals_5160,SysBP,mmHg,CRF_CFT70_VITALS_5160,1,1,21,False,0,37,1
sysbp__mmhg__crf_cft70_vitals_8072,SysBP,mmHg,CRF_CFT70_VITALS_8072,1,1,21,False,0,37,1
sysbp__mmhg__crf_cft70_vitals_8936,SysBP,mmHg,CRF_CFT70_VITALS_8936,1,1,13,False,0,37,1
systolic_bp__mmhg__bedrest_ftt_cft70_sbp_fallrecovery_diff,Systolic_BP,mmHg,BEDREST_FTT_CFT70_SBP_FallRecovery_Diff_obsv,35,35,3,False,0,3,35
systolic_bp_mm_hg_2____bedrest_ftt_cft70_sbp_lowfrq_fallrecpr,Systolic_BP_mm_Hg_2,,BEDREST_FTT_CFT70_SBP_LowFrq_FallRecPr_obsv,35,34,3,False,0,3,35
systolic_bp_mm_hg_2____bedrest_ftt_cft70_sbp_lowfrq_fallrecst,Systolic_BP_mm_Hg_2,,BEDREST_FTT_CFT70_SBP_LowFrq_FallRecSt_obsv,35,33,3,False,0,3,35
systolic_bp_mm_hg____bedrest_ftt_cft70_sbp_fallrecoverypr,Systolic_BP_mm_Hg,,BEDREST_FTT_CFT70_SBP_FallRecoveryPr_obsv,35,35,3,False,0,3,35
systolic_bp_mm_hg____bedrest_ftt_cft70_sbp_fallrecoveryst,Systolic_BP_mm_Hg,,BEDREST_FTT_CFT70_SBP_FallRecoverySt_obsv,35,35,3,False,0,3,35
t_fat_android____nnx10ap86g_cft70_idxa,T%Fat_Android,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_arms____nnx10ap86g_cft70_idxa,T%Fat_Arms,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_gynoid____nnx10ap86g_cft70_idxa,T%Fat_Gynoid,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_left_arm____nnx10ap86g_cft70_idxa,T%Fat_Left_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_left_leg____nnx10ap86g_cft70_idxa,T%Fat_Left Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_left_total____nnx10ap86g_cft70_idxa,T%Fat_Left_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_left_trunk____nnx10ap86g_cft70_idxa,T%Fat_Left_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_legs____nnx10ap86g_cft70_idxa,T%Fat_Legs,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_right_arm____nnx10ap86g_cft70_idxa,T%Fat_Right_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_right_leg____nnx10ap86g_cft70_idxa,T%Fat_Right_Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_right_total____nnx10ap86g_cft70_idxa,T%Fat_Right_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_right_trunk____nnx10ap86g_cft70_idxa,T%Fat_Right_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_total____nnx10ap86g_cft70_idxa,T%Fat_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
t_fat_trunk____nnx10ap86g_cft70_idxa,T%Fat_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tap_reaction_time_avg____ncc958sa02802_cft70_tappingresponsetime,Tap reaction time Avg,,NCC958SA02802_CFT70_TappingResponseTime,18,17,2,False,0,20,18
taurine____nnx10ap86g_cft70_amino_acids,Taurine,,NNX10AP86G_CFT70_Amino_Acids,24,23,2,False,0,14,24
tdi_basal_septal_a____brsmcf_cft70_2d_echo_7_subjects,TDI Basal Septal A,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_basal_septal_a____brsmcf_cft70_2d_echo_all,TDI Basal Septal A,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_basal_septal_e____brsmcf_cft70_2d_echo_7_subjects,TDI Basal Septal E,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_basal_septal_e____brsmcf_cft70_2d_echo_all,TDI Basal Septal E,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_basal_septal_systole____brsmcf_cft70_2d_echo_7_subjects,TDI Basal Septal Systole,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_basal_septal_systole____brsmcf_cft70_2d_echo_all,TDI Basal Septal Systole,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_left_heart_rate____brsmcf_cft70_2d_echo_7_subjects,TDI Left Heart Rate,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_left_heart_rate____brsmcf_cft70_2d_echo_all,TDI Left Heart Rate,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_mitral_annular_a____brsmcf_cft70_2d_echo_7_subjects,TDI Mitral Annular A,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_mitral_annular_a____brsmcf_cft70_2d_echo_all,TDI Mitral Annular A,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_mitral_annular_e____brsmcf_cft70_2d_echo_7_subjects,TDI Mitral Annular E,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_mitral_annular_e____brsmcf_cft70_2d_echo_all,TDI Mitral Annular E,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_mitral_annular_systole____brsmcf_cft70_2d_echo_7_subjects,TDI Mitral Annular Systole,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_mitral_annular_systole____brsmcf_cft70_2d_echo_all,TDI Mitral Annular Systole,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_right_heart_rate____brsmcf_cft70_2d_echo_7_subjects,TDI Right Heart Rate,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_right_heart_rate____brsmcf_cft70_2d_echo_all,TDI Right Heart Rate,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_tricuspid_a_wave____brsmcf_cft70_2d_echo_7_subjects,TDI Tricuspid A Wave,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_tricuspid_a_wave____brsmcf_cft70_2d_echo_all,TDI Tricuspid A Wave,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_tricuspid_e_wave____brsmcf_cft70_2d_echo_7_subjects,TDI Tricuspid E Wave,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_tricuspid_e_wave____brsmcf_cft70_2d_echo_all,TDI Tricuspid E Wave,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tdi_tricuspid_systole____brsmcf_cft70_2d_echo_7_subjects,TDI Tricuspid Systole,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tdi_tricuspid_systole____brsmcf_cft70_2d_echo_all,TDI Tricuspid Systole,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
temp__0c__mr080g_cft70_pre_all,TEMP,0C,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
temp__0c__mr080g_cft70_screen_all,TEMP,0C,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
tension_anxiety____nnx10ap86g_cft70_poms_tension_anxiety,Tension-anxiety,,NNX10AP86G_CFT70_POMS_Tension-anxiety,24,24,4,False,0,14,24
termination____mr080g_cft70_screen_all,TERMINATION,,MR080G_CFT70_Screen_ALL,4,0,1,False,0,34,4
time__msec__bedrest_ftt_cft70_data_jump_takeofflaten,Time,msec,BEDREST_FTT_CFT70_Data_Jump_TakeOffLatency_obsv,35,35,9,False,0,3,35
time__msec__bedrest_ftt_cft70_data_jump_timetopeakve,Time,msec,BEDREST_FTT_CFT70_Data_Jump_TimeToPeakVerticalForce_obsv,35,35,9,False,0,3,35
time__sec__bedrest_ftt_cft70_data_linetest_trialtot,Time,sec,BEDREST_FTT_CFT70_Data_LineTest_TrialTotalTime_obsv,35,35,9,False,0,3,35
time_sec____bedrest_ftt_cft70_actboardtime,Time_sec,,BEDREST_FTT_CFT70_ActBoardTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_ladderclimb40time,Time_sec,,BEDREST_FTT_CFT70_LadderClimb40Time_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_rocksfinishtime,Time_sec,,BEDREST_FTT_CFT70_RocksFinishTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_rocksremovetime,Time_sec,,BEDREST_FTT_CFT70_RocksRemoveTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_standfzsettlingtime,Time_sec,,BEDREST_FTT_CFT70_StandFzSettlingTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegrcoursesplittime,Time_sec,,BEDREST_FTT_CFT70_SuEgrCourseSplitTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegrcoursetime,Time_sec,,BEDREST_FTT_CFT70_SuEgrCourseTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegrdownramptime,Time_sec,,BEDREST_FTT_CFT70_SuEgrDownRampTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegregresstime,Time_sec,,BEDREST_FTT_CFT70_SuEgrEgressTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegrfinishtime,Time_sec,,BEDREST_FTT_CFT70_SuEgrFinishTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegrfullramptime,Time_sec,,BEDREST_FTT_CFT70_SuEgrFullRampTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegrportalsplittime,Time_sec,,BEDREST_FTT_CFT70_SuEgrPortalSplitTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegrportaltime,Time_sec,,BEDREST_FTT_CFT70_SuEgrPortalTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegrslalomtime,Time_sec,,BEDREST_FTT_CFT70_SuEgrSlalomTime_obsv,35,35,3,False,0,3,35
