"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000009900",1.23524101126736,-3.63412723896647,3.02910877412275,-1.19973480979366,0.230242349311484,0.876098704580508
"ENSMUSG00000014725",1.5440512640842,-3.96773747015156,3.01726877725869,-1.3150096206399,0.188506669184869,0.876098704580508
"ENSMUSG00000016179",1.5440512640842,-3.96773747015156,3.01726877725869,-1.3150096206399,0.188506669184869,0.876098704580508
"ENSMUSG00000019932",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000020000",3.0881025281684,-4.99159306147439,2.99381585319375,-1.66730129915955,0.0954545084568293,0.876098704580508
"ENSMUSG00000021587",1.43657767407692,-3.18918692079912,2.73014694266941,-1.16813746211069,0.242751321378489,0.876098704580508
"ENSMUSG00000022367",2.77929227535156,-4.83690734328542,2.99640625413319,-1.61423616594495,0.106476210144033,0.876098704580508
"ENSMUSG00000022595",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000022596",3.70572303380208,-5.25866613465345,2.98993771533565,-1.75878785289784,0.0786135487509678,0.876098704580508
"ENSMUSG00000023041",4.32334353943576,-5.48395400440415,2.98717315188434,-1.83583398938384,0.0663822128627225,0.876098704580508
"ENSMUSG00000023964",1.23524101126736,-3.63412723896647,3.02910877412275,-1.19973480979366,0.230242349311484,0.876098704580508
"ENSMUSG00000024653",2.16167176971788,-4.46671642559448,3.00382902268338,-1.487007546656,0.137012817783412,0.876098704580508
"ENSMUSG00000025431",3.70572303380208,-5.25866613465345,2.98993771533565,-1.75878785289784,0.0786135487509678,0.876098704580508
"ENSMUSG00000026065",2.16167176971788,-4.46671642559448,3.00382902268338,-1.487007546656,0.137012817783412,0.876098704580508
"ENSMUSG00000026085",3.0881025281684,-4.99159306147439,2.99381585319375,-1.66730129915955,0.0954545084568293,0.876098704580508
"ENSMUSG00000026226",1.3703963960246,-3.8299643520143,3.02184207713679,-1.26742703763104,0.205002637140512,0.876098704580508
"ENSMUSG00000026828",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000026983",3.39691278098524,-5.13129731540902,2.99169938966561,-1.71517811352783,0.0863125762856628,0.876098704580508
"ENSMUSG00000026984",3.39691278098524,-5.13129731540902,2.99169938966561,-1.71517811352783,0.0863125762856628,0.876098704580508
"ENSMUSG00000027484",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000027912",2.77929227535156,-4.83690734328542,2.99640625413319,-1.61423616594495,0.106476210144033,0.876098704580508
"ENSMUSG00000028236",3.70572303380208,-5.25866613465345,2.98993771533565,-1.75878785289784,0.0786135487509678,0.876098704580508
"ENSMUSG00000028386",3.70572303380208,-5.25866613465345,2.98993771533565,-1.75878785289784,0.0786135487509678,0.876098704580508
"ENSMUSG00000029236",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000030666",1.23524101126736,-3.63412723896647,3.02910877412275,-1.19973480979366,0.230242349311484,0.876098704580508
"ENSMUSG00000030804",1.09856819433473,-3.48152640544173,3.03528348872783,-1.14701853002236,0.25137396265467,0.876098704580508
"ENSMUSG00000031028",1.46734432035234,-3.00444930348856,2.30117996649196,-1.30561248891311,0.191684371083959,0.876098704580508
"ENSMUSG00000031230",1.23524101126736,-3.63412723896647,3.02910877412275,-1.19973480979366,0.230242349311484,0.876098704580508
"ENSMUSG00000032303",1.24195852443969,-3.50990379809596,3.02910725667816,-1.15872549258789,0.246568096220785,0.876098704580508
"ENSMUSG00000036951",1.5440512640842,-3.96773747015156,3.01726877725869,-1.3150096206399,0.188506669184869,0.876098704580508
"ENSMUSG00000037469",1.23524101126736,-3.63412723896647,3.02910877412275,-1.19973480979366,0.230242349311484,0.876098704580508
"ENSMUSG00000038402",2.77929227535156,-4.83690734328542,2.99640625413319,-1.61423616594495,0.106476210144033,0.876098704580508
"ENSMUSG00000040086",1.5440512640842,-3.96773747015156,3.01726877725869,-1.3150096206399,0.188506669184869,0.876098704580508
"ENSMUSG00000040113",4.32334353943576,-5.48395400440415,2.98717315188434,-1.83583398938384,0.0663822128627225,0.876098704580508
"ENSMUSG00000040856",3.24247816994553,-3.42040403890657,2.61028707030988,-1.31035550756512,0.190075597687246,0.876098704580508
"ENSMUSG00000041669",1.5440512640842,-3.96773747015156,3.01726877725869,-1.3150096206399,0.188506669184869,0.876098704580508
"ENSMUSG00000042268",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
