"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000019932",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000020000",3.0881025281684,-4.99159306147439,2.99381585319375,-1.66730129915955,0.0954545084568293,0.876098704580508
"ENSMUSG00000022367",2.77929227535156,-4.83690734328542,2.99640625413319,-1.61423616594495,0.106476210144033,0.876098704580508
"ENSMUSG00000022595",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000022596",3.70572303380208,-5.25866613465345,2.98993771533565,-1.75878785289784,0.0786135487509678,0.876098704580508
"ENSMUSG00000023041",4.32334353943576,-5.48395400440415,2.98717315188434,-1.83583398938384,0.0663822128627225,0.876098704580508
"ENSMUSG00000024653",2.16167176971788,-4.46671642559448,3.00382902268338,-1.487007546656,0.137012817783412,0.876098704580508
"ENSMUSG00000025431",3.70572303380208,-5.25866613465345,2.98993771533565,-1.75878785289784,0.0786135487509678,0.876098704580508
"ENSMUSG00000026065",2.16167176971788,-4.46671642559448,3.00382902268338,-1.487007546656,0.137012817783412,0.876098704580508
"ENSMUSG00000026085",3.0881025281684,-4.99159306147439,2.99381585319375,-1.66730129915955,0.0954545084568293,0.876098704580508
"ENSMUSG00000026828",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000026983",3.39691278098524,-5.13129731540902,2.99169938966561,-1.71517811352783,0.0863125762856628,0.876098704580508
"ENSMUSG00000026984",3.39691278098524,-5.13129731540902,2.99169938966561,-1.71517811352783,0.0863125762856628,0.876098704580508
"ENSMUSG00000027484",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000027912",2.77929227535156,-4.83690734328542,2.99640625413319,-1.61423616594495,0.106476210144033,0.876098704580508
"ENSMUSG00000028236",3.70572303380208,-5.25866613465345,2.98993771533565,-1.75878785289784,0.0786135487509678,0.876098704580508
"ENSMUSG00000028386",3.70572303380208,-5.25866613465345,2.98993771533565,-1.75878785289784,0.0786135487509678,0.876098704580508
"ENSMUSG00000029236",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000038402",2.77929227535156,-4.83690734328542,2.99640625413319,-1.61423616594495,0.106476210144033,0.876098704580508
"ENSMUSG00000040113",4.32334353943576,-5.48395400440415,2.98717315188434,-1.83583398938384,0.0663822128627225,0.876098704580508
"ENSMUSG00000042268",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
"ENSMUSG00000042367",3.0881025281684,-4.99159306147439,2.99381585319375,-1.66730129915955,0.0954545084568293,0.876098704580508
"ENSMUSG00000046523",2.16167176971788,-4.46671642559448,3.00382902268338,-1.487007546656,0.137012817783412,0.876098704580508
"ENSMUSG00000046561",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000046676",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
"ENSMUSG00000047884",4.6321537922526,-5.5846503127788,2.98606862808515,-1.87023508443609,0.0614511796519847,0.876098704580508
"ENSMUSG00000048399",4.6321537922526,-5.5846503127788,2.98606862808515,-1.87023508443609,0.0614511796519847,0.876098704580508
"ENSMUSG00000051431",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
"ENSMUSG00000051980",2.77929227535156,-4.83690734328542,2.99640625413319,-1.61423616594495,0.106476210144033,0.876098704580508
"ENSMUSG00000053719",4.01453328661892,-5.37570134372468,2.98844852799455,-1.79882681376886,0.0720460803941289,0.876098704580508
"ENSMUSG00000055811",2.16167176971788,-4.46671642559448,3.00382902268338,-1.487007546656,0.137012817783412,0.876098704580508
"ENSMUSG00000058354",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000061615",2.19713638866947,-4.50167328237019,3.00304597389724,-1.49903575286531,0.133864357159968,0.876098704580508
"ENSMUSG00000061619",2.74642048583684,-4.82821097260504,2.99656012438275,-1.6112511587264,0.107124991408786,0.876098704580508
"ENSMUSG00000071019",3.39691278098524,-5.13129731540902,2.99169938966561,-1.71517811352783,0.0863125762856628,0.876098704580508
"ENSMUSG00000071671",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
"ENSMUSG00000073602",3.39691278098524,-5.13129731540902,2.99169938966561,-1.71517811352783,0.0863125762856628,0.876098704580508
"ENSMUSG00000074625",4.01453328661892,-5.37570134372468,2.98844852799455,-1.79882681376886,0.0720460803941289,0.876098704580508
"ENSMUSG00000075605",2.77929227535156,-4.83690734328542,2.99640625413319,-1.61423616594495,0.106476210144033,0.876098704580508
"ENSMUSG00000075609",1.69845639049262,-4.17197703046659,3.0112190014489,-1.38547778439867,0.16590642089711,0.876098704580508
"ENSMUSG00000079025",4.32334353943576,-5.48395400440415,2.98717315188434,-1.83583398938384,0.0663822128627225,0.876098704580508
"ENSMUSG00000082381",1.6478522915021,-4.0790158007424,3.0138702353234,-1.35341454085687,0.175923234670213,0.876098704580508
"ENSMUSG00000083220",2.19713638866947,-4.50167328237019,3.00304597389724,-1.49903575286531,0.133864357159968,0.876098704580508
"ENSMUSG00000085521",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
"ENSMUSG00000085965",2.16167176971788,-4.46671642559448,3.00382902268338,-1.487007546656,0.137012817783412,0.876098704580508
"ENSMUSG00000087635",2.77929227535156,-4.83690734328542,2.99640625413319,-1.61423616594495,0.106476210144033,0.876098704580508
"ENSMUSG00000090306",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
"ENSMUSG00000090314",4.01453328661892,-5.37570134372468,2.98844852799455,-1.79882681376886,0.0720460803941289,0.876098704580508
"ENSMUSG00000091376",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000095524",1.6478522915021,-4.0790158007424,3.0138702353234,-1.35341454085687,0.175923234670213,0.876098704580508
"ENSMUSG00000095870",4.32334353943576,-5.48395400440415,2.98717315188434,-1.83583398938384,0.0663822128627225,0.876098704580508
"ENSMUSG00000097565",2.7407927920492,-4.83705388600898,2.99640366903615,-1.61428646480229,0.106465304600834,0.876098704580508
"ENSMUSG00000097652",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
"ENSMUSG00000098741",1.92249434008579,-4.30575282889785,3.0076827482688,-1.43158477448335,0.152262689565341,0.876098704580508
"ENSMUSG00000099662",4.32334353943576,-5.48395400440415,2.98717315188434,-1.83583398938384,0.0663822128627225,0.876098704580508
"ENSMUSG00000099906",4.01453328661892,-5.37570134372468,2.98844852799455,-1.79882681376886,0.0720460803941289,0.876098704580508
"ENSMUSG00000102098",3.70572303380208,-5.25866613465345,2.98993771533565,-1.75878785289784,0.0786135487509678,0.876098704580508
"ENSMUSG00000109973",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
"ENSMUSG00000110448",2.47048202253472,-4.66364020938154,2.99964979750409,-1.55472822636229,0.120010809178471,0.876098704580508
"ENSMUSG00000111960",1.6478522915021,-4.0790158007424,3.0138702353234,-1.35341454085687,0.175923234670213,0.876098704580508
"ENSMUSG00000113940",4.01453328661892,-5.37570134372468,2.98844852799455,-1.79882681376886,0.0720460803941289,0.876098704580508
"ENSMUSG00000116093",2.16167176971788,-4.46671642559448,3.00382902268338,-1.487007546656,0.137012817783412,0.876098704580508
"ENSMUSG00000118443",1.85286151690104,-4.23865132440863,3.00941678228771,-1.40846271256136,0.158994100677853,0.876098704580508
