shuffle_index,permutation_seed,null_metric
0,0,0.05182072829131653
1,1,-0.061344537815126055
2,2,-0.20448179271708683
3,3,-0.5450980392156863
4,4,-0.21568627450980396
5,5,-0.5148459383753502
6,6,-0.6521008403361345
7,7,-0.465546218487395
8,8,0.050700280112044825
9,9,-0.1742296918767507
10,10,-0.032492997198879554
11,11,-0.546498599439776
12,12,0.20532212885154064
13,13,-0.6812324929971989
14,14,0.3025210084033614
15,15,-0.5691876750700281
16,16,0.02212885154061625
17,17,0.20868347338935572
18,18,0.2946778711484594
19,19,-0.42380952380952386
20,20,-0.2358543417366947
21,21,-0.2554621848739496
22,22,-0.28319327731092436
23,23,0.4439775910364146
24,24,-0.2666666666666667
25,25,-0.4717086834733894
26,26,-0.27254901960784317
27,27,-0.31652661064425774
28,28,-0.6140056022408964
29,29,-0.30448179271708686
30,30,-0.16134453781512606
31,31,-0.3831932773109244
32,32,0.08263305322128851
33,33,-0.09187675070028012
34,34,-0.24425770308123254
35,35,-0.3711484593837535
36,36,-0.2565826330532213
37,37,-0.49243697478991594
38,38,-0.0946778711484594
39,39,-0.02492997198879552
40,40,0.003361344537815126
41,41,-0.06890756302521009
42,42,-0.45742296918767517
43,43,-0.103921568627451
44,44,-0.6095238095238096
45,45,-0.577310924369748
46,46,-0.2957983193277311
47,47,-0.3081232492997199
48,48,-0.24369747899159663
49,49,0.01568627450980392
50,50,-0.14901960784313728
51,51,-0.24173669467787118
52,52,-0.25490196078431376
53,53,0.030532212885154068
54,54,-0.6677871148459383
55,55,-0.5084033613445378
56,56,0.1938375350140056
57,57,0.2607843137254902
58,58,-0.527170868347339
59,59,-0.4033613445378152
60,60,-0.6086834733893558
61,61,-0.1949579831932773
62,62,-0.11820728291316528
63,63,-0.2235294117647059
64,64,-0.3070028011204482
65,65,-0.8106442577030812
66,66,-0.3050420168067227
67,67,-0.3974789915966387
68,68,-0.29439775910364147
69,69,-0.6680672268907563
70,70,-0.45378151260504207
71,71,-0.3092436974789916
72,72,-0.5509803921568628
73,73,-0.10532212885154063
74,74,-0.5661064425770308
75,75,-0.010364145658263305
76,76,-0.15294117647058825
77,77,-0.6184873949579832
78,78,-0.08319327731092437
79,79,-0.43865546218487395
80,80,0.2689075630252101
81,81,-0.6184873949579832
82,82,0.018487394957983194
83,83,0.09411764705882354
84,84,0.1753501400560224
85,85,-0.511484593837535
86,86,-0.47114845938375355
87,87,-0.738935574229692
88,88,-0.43221288515406164
89,89,-0.09719887955182073
90,90,-0.2554621848739496
91,91,-0.27142857142857146
92,92,-0.16470588235294117
93,93,-0.5549019607843138
94,94,-0.3907563025210084
95,95,-0.6428571428571429
96,96,-0.17478991596638654
97,97,-0.041736694677871146
98,98,-0.396358543417367
99,99,-0.03781512605042017
100,100,-0.3403361344537815
101,101,-0.2574229691876751
102,102,-0.16862745098039217
103,103,-0.4375350140056022
104,104,-0.40140056022408965
105,105,-0.43949579831932784
106,106,-0.3831932773109244
107,107,-0.16694677871148458
108,108,-0.25322128851540615
109,109,-0.3666666666666667
110,110,0.4431372549019608
111,111,-0.5781512605042017
112,112,-0.238375350140056
113,113,0.14649859943977592
114,114,-0.09775910364145657
115,115,0.012605042016806725
116,116,-0.6647058823529413
117,117,-0.19831932773109245
118,118,-0.3022408963585434
119,119,0.12717086834733896
120,120,-0.05882352941176472
121,121,-0.30308123249299723
122,122,-0.024369747899159664
123,123,-0.5249299719887955
124,124,-0.5837535014005603
125,125,-0.13557422969187674
126,126,-0.3941176470588236
127,127,0.2711484593837535
128,128,-0.1535014005602241
129,129,0.10448179271708685
130,130,-0.1750700280112045
131,131,-0.4815126050420168
132,132,0.32296918767507005
133,133,-0.31736694677871147
134,134,-0.012324929971988797
135,135,-0.43893557422969187
136,136,-0.157703081232493
137,137,-0.05378151260504201
138,138,-0.6633053221288515
139,139,-0.6448179271708684
140,140,-0.2957983193277311
141,141,0.25462184873949584
142,142,-0.5532212885154062
143,143,-0.22296918767507
144,144,-0.20336134453781513
145,145,-0.21400560224089635
146,146,-0.32184873949579834
147,147,-0.23501400560224092
148,148,-0.4781512605042017
149,149,-0.34089635854341743
150,150,-0.08179271708683473
151,151,-0.4823529411764706
152,152,0.2263305322128852
153,153,-0.016246498599439777
154,154,-0.43277310924369744
155,155,-0.7714285714285715
156,156,-0.4313725490196079
157,157,-0.2165266106442577
158,158,-0.39775910364145667
159,159,-0.25882352941176473
160,160,-0.030532212885154068
161,161,-0.1946778711484594
162,162,-0.09719887955182073
163,163,0.18767507002801123
164,164,0.03081232492997199
165,165,-0.4176470588235294
166,166,-0.08403361344537816
167,167,-0.5803921568627451
168,168,-0.5529411764705883
169,169,-0.2915966386554622
170,170,-0.1697478991596639
171,171,-0.19215686274509805
172,172,0.16666666666666669
173,173,-0.434733893557423
174,174,-0.34705882352941175
175,175,-0.45686274509803926
176,176,0.403921568627451
177,177,-0.4417366946778712
178,178,-0.5834733893557423
179,179,-0.38711484593837536
180,180,-0.3336134453781513
181,181,-0.4498599439775911
182,182,-0.1341736694677871
183,183,-0.44005602240896363
184,184,0.0064425770308123255
185,185,-0.4142857142857143
186,186,-0.0005602240896358543
187,187,0.11400560224089636
188,188,-0.40224089635854343
189,189,0.08543417366946779
190,190,-0.3047619047619048
191,191,-0.1431372549019608
192,192,-0.3938375350140056
193,193,-0.238375350140056
194,194,-0.4056022408963586
195,195,0.21624649859943978
196,196,0.15994397759103643
197,197,-0.4938375350140056
198,198,-0.14593837535014006
199,199,-0.32885154061624655
200,200,-0.33389355742296917
201,201,-0.35378151260504204
202,202,-0.523249299719888
203,203,0.05882352941176472
204,204,-0.46750700280112045
205,205,-0.3512605042016807
206,206,-0.6969187675070028
207,207,-0.20140056022408967
208,208,-0.5428571428571429
209,209,-0.6067226890756303
210,210,-0.757983193277311
211,211,-0.3473389355742297
212,212,-0.33165266106442576
213,213,-0.13865546218487396
214,214,-0.411484593837535
215,215,-0.5621848739495799
216,216,-0.09943977591036417
217,217,-0.30392156862745096
218,218,-0.511204481792717
219,219,-0.08319327731092437
220,220,-0.44229691876750704
221,221,-0.20728291316526612
222,222,-0.3151260504201681
223,223,0.03137254901960784
224,224,-0.5372549019607844
225,225,0.39215686274509814
226,226,-0.5476190476190477
227,227,-0.538935574229692
228,228,-0.42268907563025215
229,229,-0.20448179271708683
230,230,-0.5647058823529413
231,231,0.0504201680672269
232,232,-0.15490196078431376
233,233,-0.09187675070028012
234,234,-0.5050420168067227
235,235,-0.23529411764705888
236,236,-0.688795518207283
237,237,0.03977591036414566
238,238,-0.5784313725490197
239,239,0.14537815126050418
240,240,0.37563025210084033
241,241,0.030532212885154068
242,242,-0.5406162464985995
243,243,-0.2801120448179272
244,244,0.40672268907563025
245,245,-0.4910364145658263
246,246,-0.7165266106442578
247,247,-0.41904761904761906
248,248,-0.3445378151260505
249,249,-0.6532212885154063
250,250,-0.22296918767507
251,251,0.057422969187675074
252,252,0.2411764705882353
253,253,-0.29803921568627456
254,254,0.003081232492997199
255,255,-0.3910364145658263
256,256,-0.569467787114846
257,257,-0.02661064425770308
258,258,0.10728291316526611
259,259,0.21148459383753504
260,260,0.22492997198879555
261,261,-0.5840336134453782
262,262,-0.6075630252100841
263,263,-0.16722689075630254
264,264,-0.052661064425770315
265,265,-0.17030812324929973
266,266,0.10280112044817928
267,267,0.3952380952380953
268,268,0.3190476190476191
269,269,0.13109243697478992
270,270,-0.11512605042016807
271,271,0.4134453781512606
272,272,-0.13949579831932774
273,273,0.2369747899159664
274,274,-0.12745098039215688
275,275,0.020448179271708684
276,276,-0.6120448179271709
277,277,-0.3280112044817927
278,278,0.025770308123249302
279,279,-0.21820728291316527
280,280,-0.15742296918767507
281,281,-0.5092436974789917
282,282,0.05294117647058824
283,283,-0.5285714285714287
284,284,-0.4817927170868348
285,285,-0.6347338935574229
286,286,0.16246498599439776
